Hotel,Liked,Disliked,Score
Hotel Primorsko Del Sol,Great hotel. Extremely happy,Insufficient parking,10.0
Hotel Primorsko Del Sol,,"Higiena was bad, sand in the pool around him, the floor was falling, the kids were running with the dirty feet in the pool! The hotel in general needs refreshment. Big hotel, small pool! The food was satisfactorily good and in huge quantities!",5.0
Hotel Primorsko Del Sol,The food was delicious and varied. The hotel is located close to the beach and also close to the centre of Primorsko. The staff is friendly and helpful. Everything was on the level.,,10.0
Hotel Primorsko Del Sol,,Poor food and shortage of staff,4.0
Hotel Primorsko Del Sol,The food was delicious and varied.,"There were not enough umbrellas and sun loungers at the pool and on the beach. There were huge queues at the restaurant and bar.It was a very disorganized intermediate meal, waiting for two slices of pizza in 20 minutes.Room's not much.",4.0
Hotel Primorsko Del Sol,,"The doors were falling apart, the shower was rusty, the fridge was out of order, we waited an hour to get in and we left again, we waited 20 minutes to check our room for something we stole. We booked for two adults and two children, but we got one double bed and one sofa, 60_70cm.",4.0
Hotel Primorsko Del Sol,BANAL. IT COULD BE A LITTLE MORE VARIED ACCORDING TO THE 5 STAR STATUTE! OMLETA WAS RAW AND FULL OF WATER. YOU HAD NO WAY TO CHOOSE.,"THE EMPLOYEES DON'T KNOW ENGLISH EVEN THE SIMPLE WORDS. OF SPIDER THROUGH THE ROOM, IN THE WINDOWS, IN THE HALLS, IN GENERAL THROUGH ALL THE CORNERS THE FOOD LEFT TO BE DESIRED FOR LUNCH AND DINNER FEW 2 STAR HOTEL THE BEACH IS NOT AT A DISTANCE OF 100 METERS BUT AT LEAST 500 METERS",4.0
Hotel Primorsko Del Sol,The hotel is well-located,"The hotel doesn't answer the 5-star. It had to wait more than half an hour for food, the restaurant was always full and there were no seats.The food was under all the criticism.There were 10 choices and every day they were the same, we even had dinner out for a hotel this big on the beach, there were no more than 60 sun loungers, some of which were broken.I wouldn't go back again!",1.0
Hotel Primorsko Del Sol,The only thing that was good was that the beach was near the hotel.,"There's no way ladies can spend £200 a night and eat the same disgusting and everyday without any difference, worse than the barracks.",1.0
Hotel Primorsko Del Sol,,"Staff discriminate between foreign tourists and Bulgarian tourists. The pool is very dirty, and everything that is written about the facilities is not true.",1.0
Hotel Primorsko Del Sol,I would never set foot there again. I would never recommend it.,"Food - only rice and potatoes can cook.Location, distance of the beach which is not at all 100 metres but 600metres",1.0
Hotel Primorsko Del Sol,,"The only thing we didn't like was that there weren't enough tables to eat and we had to wait for dinner, and everything else was perfect.",10.0
Hotel Primorsko Del Sol,The best value for money you can get. Very friendly and comfortable for everyone. Both parents and children are very well treated and taken care of. Location is GREAT. Beach and two huge pools as well as SPA.,More firmer drink cups,10.0
Hotel Primorsko Del Sol,"I have some comments about the maintenance of the bathrooms. We came twice and the only time we had damaged showers, even the sink was blocked the first time!",,5.0
Hotel Primorsko Del Sol,,"The specified items in the description do not match. There wasn't enough parking for everyone, and umbrellas and sun loungers were absurd enough. The food was... like there was some food.",5.0
Hotel Primorsko Del Sol,"I like everything about the hotel - the rooms, the layout, the pools, there are umbrellas in a very good location on the north beach.",The staff wasn't on a five-star level. Especially at the Delphine Restaurant.,10.0
Hotel Primorsko Del Sol,,"The food was terrible. We sat hungry for three days. There was some shit, and it was super bad for the kids.",4.0
Hotel Primorsko Del Sol,It was awful and dirty. We're only here one night.,"A food that is broken down and consists of half-baked goods. Lack of staff. Not even a manager. Mass guests are complaining and they want to meet with the manager, but there isn't one.",1.0
Hotel Primorsko Del Sol,Nothing.,Nito food nor hotelat,1.0
Hotel Primorsko Del Sol,No words were good,,1.0
Hotel Primorsko Del Sol,We didn't like anything..Nasty hotel!),"!!!! Don't go to this place! }.The hotel is dirty, neglected rooms and corridors.The furniture is chewed, the beds/matrices are deformed. The restaurant must be closed directly under quarantine!.The floor is oily and slippery, air conditioning is not available for dinner and people sweat and get nervous while waiting in long queues for food..The food is disgusting, no variety, the vegetables are not fresh, the meat is old and available even the next day.There are no fruits or if there are no more than two species..Desserts are no more than two kinds, cheap, disgusting pastry or baklava.At breakfast, imitating dairy products and cheap sausages are available..The hotel is disgusting, no more than two stars ...it's full of them!",1.0
Hotel Primorsko Del Sol,,"The food was bad, to say the least. Food method - not considered",5.0
Hotel Primorsko Del Sol,"Everything at the hotel was fine. Very good hotel base, a location just off the beach.  Lots of extras, good service. There are 24-hour mini markets nearby.",,9.0
Hotel Primorsko Del Sol,Nothing,"Food and beverage service, you always had to wait in line, Forte restricted range of food and drink There is a 5 star hotel but not even 3 stars",1.0
Hotel Primorsko Del Sol,Very good and pleasant place with helpful staff! Hotel star-specific conditions!,That I was on a short leash!,10.0
Hotel Primorsko Del Sol,,The staff was not very polite.,5.0
Hotel Primorsko Del Sol,"The room was also prepared for the children at check-in. Usually we have to find a maid to fix it. Clean, comfortable, friendly staff, excellent location.",,9.0
Hotel Primorsko Del Sol,NOTHING,"The hotel doesn't answer 5⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4⁄4♪ we waited for food for 30-40 minutes. Sometimes more... they'd pour us like pigs because if you had to come back, you'd have to get back in line and wait... my little daughter's 2. He's watching the food and I can't explain why he can't eat when he watches other people do it... zero organization.In the middle of the room there was this huge grease stain on the carpet... the first night I bathed them with cold water because we were on the 5th floor and we didn't have water 'cause we all came home from the beach... the air conditioning couldn't cool more than 26 degrees or 27 degrees and the fridge didn't work at 11:30... you turned off the lights on all the hotel terraces like in the barracks... the hotel has a restaurant has a capacity of 1000 people... the restaurant has a restaurant has a capacity of the restaurant over 1000",1.0
Hotel Primorsko Del Sol,"Interesting shape of the building, ""non-slip"" artificial grass around the pool, view from the balcony, hotel decor, Good food apart from breakfast, they don't regret alcohol. Bartenders generally try but there are too few of them. Kind and obliging ""bell boys""","Morning coffee queues, queues to eat, a small selection of food for 5 * - especially for breakfasts (the same all the time), poor animations, no music at the bar, lights off at the bar at 10:20 pm and the bar is open until 23: 00. The main bar is open until 21:00 and the pool bar where it was empty in the evening until 23:00. Often only one of them is active. Although the offer includes WiFI, it is actually not! Broken umbrellas by the pool. Lack of coordination between the bartenders: one was making drinks and the other was not.",5.0
Hotel Primorsko Del Sol,Nothing!!!,"Everything was bad. Bad food, staff unfriendly. We lasted 1 day and then we left the hotel. We wanted to leave the hotel on the first day but there was no one there to help us. At 9:00 pm there was no hotel manager or staff present and we stayed under pressure. Accordingly, we had to pay for this night the next day. 5 star hotel??? All inclusive??? The bar was closed at 9:00 pm. For a hotel of this category we expected much more. Half a day and never again!!!",1.0
Hotel Primorsko Del Sol,Very mean,,1.0
Hotel Primorsko Del Sol,There's nothing I like about it.,"The service and quality of the food do not correspond in any way to the price paid to the stars that the W.W. is proud of.The hotel in general doesn't meet the requirements of five stars, I'd say even three are too many.",2.0
Hotel Primorsko Del Sol,"The hotel has a huge pool, the kids love it..Despite the food queues, the staff was very polite, and offered to serve us at the tables for a modest sum.The beach is nearby with free sun loungers and parasols.We'll go again.",,10.0
Hotel Primorsko Del Sol,"Very clean, very good food, very friendly staff",,10.0
Hotel Primorsko Del Sol,"The pool and the food,",Lack of maintenance!,9.0
Hotel Primorsko Del Sol,All,Very good.,10.0
Hotel Primorsko Del Sol,"Location, price, staff, cleanliness, equipment, food, in a word, really everything.","It so happened that they turned off the air conditioning for about 3 nights, so you are warm and can't sleep. The staff in the dining room was nice, but he picked up food like a piglet, the whole plate dirty and one meal over another.",10.0
Hotel Primorsko Del Sol,Nothing. Nothing.,"Where do I start?First, the staff is super inadequate, ignorant, and there's no communication between them.Front desk gave us the keys without telling us where to go, we wandered for half an hour until we found our apartment section.Second, we find him, we walk in, we get in front of us with empty kitchen cabinets, 80's TV, one three-room air conditioner, the website says there's a mini bar, we open the fridge completely empty, no glasses, if you want to drink water you have to drink straight from the tap.Bathroom full of grief-- one broken shower, toilet bin mini, no hairdryer, and the website says it's got all the amenities, yes but no. And the other one that we go in the first day of bathing, no hot water, the maids forgot to turn on the boiler.The food is absolutely uniform every day.And a lot more things that if I start listing won't fit in the writing. And all of this is in the PET-STAR HOTEL. Excuse me, but two stars don't deserve it.We'll never visit him again.I ask you very much to take a stand and no more disappointed people.",1.0
Hotel Primorsko Del Sol,The food was delicious and varied.Room is clean and spacious with a great view.Friendly staff.,"The internet connection was very weak, the dishes weren't always well washed and dried.",10.0
Hotel Primorsko Del Sol,The level of hygiene. Responsibility on the part of the staff.,"The food. Neither did breakfast, which was more like croissants and eggs. Lunch and dinner, waiting for a table to open, not always clean plates. You go into the restaurant in a bathing suit. The hotel’s incorrect, free parking was provided on the reservation and we were not provided with it on site. On the beach, no one keeps the sun loungers and the cleanliness around them.",9.6
Hotel Primorsko Del Sol,"They cleaned the rooms every day and changed our towels. The food was varied and good. The pool is clean and warm, and the hotel’s animators look after the good mood most of the day. Definitely next year we'll be re-visiting the hotel!""",,10.0
Hotel Primorsko Del Sol,"The food was varied, but what was missing were fish dishes. Otherwise the food was okay, though..The beach was also within a few minutes.","The cleanliness could have been better in general throughout the hotel (room, outdoor areas). What I missed was the playground for the children and the children's offer in itself..On the whole, the hotel was fine, I cannot really say anything negative, but with a rating of 1-5 I would only give a 2.5. And I myself would only book the hotel again if I did not find anything else. It wasn't bad, but there are better hotels that offer more at the same price.",5.0
Hotel Primorsko Del Sol,,The beach umbrellas and sun loungers may be more than the hotel was full and there was no room for everyone.,10.0
Hotel Primorsko Del Sol,,5 star hotel and you can't buy even one water.... You must pay for all inclusive!)5 star hotel and there are no parking spaces....5 stars and you can not buy even one water .... You have to pay for all inclusive!{end} 5 stars and no parking ...,5.0
Hotel Primorsko Del Sol,,At the 5 * hotel terrible weak services and food completely bad !!!,4.2
Hotel Primorsko Del Sol,"Everything was on the level, and the staff on the level. They were very smiling and positive. Breakfast was varied and the hotel is not far from the beach.","We didn't like the noise of nearby hotels. It was awfully loud, given that we were alone in the hotel at the beginning. This is not a remark to the hotel itself, but it does disturb the peace of the guests, as other guests have subsequently arrived. However, it may be a constructive remark and renew the ban on construction during the summer season (or enter into force earlier).",10.0
Hotel Primorsko Del Sol,The pool and the articles were good.,"The food was not good, we expected a lot more than a five-star hotel. It was like we were in a chair at school.We expected more seafood, and it was almost gone.",6.0
Hotel Primorsko Del Sol,Everyone was smiling!,"Too many old umbrellas, you can't even see the logo.I think five stars is a lot for this hotel. .The staff is very few, you're always in line. In four days, not once were the disinfectants by the elevator loaded.",6.0
Hotel Primorsko Del Sol,"The above deficiencies are compensated by the extremely friendly bar staff, the restaurant, the pizza guy, and the bellboy. Everyone's very polite, smiling, careful and working fast. Food and drinks were on a good level. There was imported alcohol. Umbrellas and sun loungers at the beach and pool are free. The value-for-money ratio was good, but we need to work on cleaning up the shortcomings I've listed.","One of the two mattresses in the bedroom was damaged springs and uncomfortable to sleep. The sheets were dirty at check-in and there was hair on them, so I had to call the front desk and have them replaced with clean ones. The air conditioning is central and cooling very poorly, when it was 30 degrees outside. I don't know what it's gonna be like if it gets hotter than 35 degrees. They practically said there were no parking spaces in the hotel parking lot. If we want to ask reception to look for a parking space in the surrounding streets or they will offer parking within a kilometre of the hotel for a minimum cost of £3 a day, but this is a large distance and certainly does not fit this idea of a 5-star hotel. Overall, the level of the entire complex has nothing to do with 5 stars, but the price was not high during your stay.",7.0
Hotel Primorsko Del Sol,,"The kitchen didn't like that you had fries every day, so the All Inclusive isn't worth it.",4.0
Hotel Primorsko Del Sol,The kitchen was decent at night.,"It's impossible to describe the chaos of breakfast and dinner.  The lack of china coffee and tea cups, the lack of dinner plates, at peak hours 10-15 people wait for clean dishes in front of the kitchen like dogs in front of a butcher shop. No napkins, they are taken from the guests individually from a cupboard, no tablecloths on the terrace tables, salt, vinegar and oil are constantly searched as they are not placed on the tables, and there is no ketchup or sauce. The alcohol and non-alcoholic glasses are plastic. The quality of alcohol, juices, cheese, bread and fruit is awfully low for a 5-star hotel. .In the bathrooms, the sinks and the baths flow and flood the floor, the soap stands are torn off and hanging on a bolt..The wallpaper's torn, the TVs are prehistoric. Apart from the main lobby, the side corridors are not being cleaned. .There is a small and uncomfortable underground car park..The minibar is empty and it's barely cooling..The isolation of the rooms is bad..The balcony railing is shaking, so it might accidentally rip off and someone might fall down.",2.0
Hotel Primorsko Del Sol,The hotel was great.,,10.0
Hotel Primorsko Del Sol,He was near the beach and the staff was very friendly and funny.,There wasn't enough variety of food and there was also food from the previous day and the last days the food was limited.One of the pools was dirty.,9.2
Hotel Perla Beach I,"Beautiful, clean room. They cleaned every day, clean towels every day, they changed our underwear. Lots of good food, ice cream as much as you want and many kinds, baclava at every lunch and dinner, good pizza. By the sea, they have beautiful terraces. It was a great stay.","Very clean everywhere, but unwashed windows. I made a reservation for 9 families, of which 5 families left a day earlier due to covid tests. And before I left, I asked permission to make two sandwiches for the children on the way, and they said it was not possible. I took 8 more families, 5 of whom left earlier, and it was not possible to make 2 sandwiches.",10.0
Hotel Perla Beach I,,No parking space.,7.0
Hotel Perla Beach I,Rooms.,,9.0
Hotel Perla Beach I,,One card per room.,9.2
Hotel Perla Beach I,Good location.,"Bad service. People at the reception are quite incompetent. Old facilities..We rented an apartment for 4 people and one of the rooms was without ac, imagine. The card system for the door was not working so we had to use keys. .We left a decided to leave the next day and got no refund..",4.0
Hotel Perla Beach I,The variety of food.,The beach. We weren't allowed to see him.,8.0
Hotel Perla Beach I,"Excellent location, very friendly staff and food was delicious.",,9.0
Hotel Perla Beach I,Everything was on the level!,I have no comments about the level of service,9.0
Hotel Perla Beach I,"Perfect location. The food was delicious, the staff always smiled. Very good place to relax 😀🏖The🌊The🌊The😀The🌊The🌊TheӻThe",There were no clothes dryers.,9.0
Hotel Perla Beach I,"The location is very good, the beds and pillows were great! The pool and the hotel's nearby beach location!","Not enough staff, breakfast is five minutes in line in the morning.",8.0
Hotel Perla Beach I,"Excellent location by the beach. Quality service, friendly staff. Great kitchen. I recommend it!",,9.0
Hotel Perla Beach I,Sea View Room,I have no objections.,9.0
Hotel Perla Beach I,,"Only the reception staff were smiling and polite. The maid woke my child twice, coming between 2:00 and 4:00 to clean the room. In that regard, there was no sign in my room to put on the door saying ""Do not disturb.""",7.0
Hotel Perla Beach I,"Great location, one minute from the beach and very friendly staff. The rooms and public areas were very clean. A relatively varied and delicious food on the olinclusive, excluding the soda drinks from the machines. They were terrible. It was disinfected everywhere as a measure against Code 19. The Internet was really good.","Parking near the hotel is almost impossible. The whole parking situation is, to put it mildly, terrible. Of course, this is a problem for the Primorsko Municipality, but for that reason I would never drive to the hotel again.",7.0
Hotel Perla Beach I,,"Shag covers, TV problem, terrace door not closes tightly, after notification to reception they sent a ""master"" who did nothing and spent the entire stay blowing through the door",4.0
Hotel Perla Beach I,"It's a variety of quality. A special impression is made by the boy who works in the warm kitchen (next to the coffee and tea machines). A decent man, a professional, a decent man, a dedicated customer service man who is sometimes a bit of a whiz.Very good words for the rest of the staff, Alexander, who is at reception, is an extremely tolerant and well-behaved man, making a good impression on his work.",The first patio door to the beach is always locked and guests of the hotel exit the door to the pool.The logic is maybe there's a foot wash off the beach.Nothing stops a tap from the first door for the convenience of the hotel's important guests...,10.0
Hotel Perla Beach I,"The location is great - 2 minutes from the beach, the food is varied and delicious, the staff is wonderful - very friendly, helpful and smiling. I would definitely recommend to my friends and I would come back again.",I have no objections.,10.0
Hotel Perla Beach I,Position,Purity,5.0
Hotel Perla Beach I,Clean and cozy!,"There are no dryers on the terraces and air conditioning in the bedroom, only in one room!",6.0
Hotel Perla Beach I,"Very nice hotel, friendly staff, delicious food.",,10.0
Hotel Perla Beach I,"An exceptional staff who was smiling and very polite! Very good service, cleanliness and professionalism! It's definitely worth a visit to this hotel! We were all surprised!",Stronger coffee/espresso at breakfast.,10.0
Hotel Perla Beach I,"Location - great, food - very tasty, staff-friendly and friendly. In short, everything was great!",The only minus is the toilet seat wasn't firmly locked!,10.0
Hotel Perla Beach I,Everything's fine.,,10.0
Hotel Perla Beach I,"Clean, well-organized, very friendly and helpful staff throughout the hotel. The food was varied, delicious, constantly replenished for breakfast, lunch and dinner. Towels were changed. The beach is 5 minutes away. There is also a small and large pool and a children’s playground. We're very pleased. .We have received the utmost attention and gesture and are grateful!","It's nothing, it was all right!",10.0
Hotel Perla Beach I,,Bad Internet!,10.0
Hotel Perla Beach I,.,.,10.0
Hotel Perla Beach I,"Everything was great. The staff were very smiling and helpful, only and only needed to be given guidance on how to inform customers about the services included at check-in",Everything was fine.,10.0
Hotel Perla Beach I,Sea View Room,The fact that we had to pay for parking doesn't mean the hotel has its own parking space.,5.0
Hotel Perla Beach I,Location,Food,5.0
Hotel Perla Beach I,The furnishings!,Cot without mattress.,6.0
Tiffany Joy Apartments,"Clean and modern apartment, very close to both beaches, nice owner, good communication with the owner before and during our trip..",The door in the bathroom was not locking..,9.2
Tiffany Joy Apartments,"Everything was great, including And the way they treated me, the location, the purity, everything is on the level!",,10.0
Tiffany Joy Apartments,"Excellent location, quality service, cleanliness, delicate and extremely courteous treatment and goodwill from the staff. We recommend it to everyone!",We have no objections. Perfect place.,10.0
Tiffany Joy Apartments,The apartment is furnished. The host's offer to drive us to the bus station in his car.,"During these days, the trash cans were not cleaned in the toilet and in the apartment. At least two days is good for cleaning. The day before yesterday, I left the sticker for cleaning the door, but there was no response. Check the pot for hot water, because the previous guests had left it burnt.",9.0
Tiffany Joy Apartments,"Governor Krasimir is cooperative, courteous and smiling. The cleanliness is next to the godliness, the place is great.",The lack of night lamps is a little disturbing.,9.0
Tiffany Joy Apartments,"The attitude the owner has given us, the understanding, the cleanliness, the comfort, and the location..We are extremely pleased and grateful for the wonderful treatment.",There's nothing we didn't like about it. ,10.0
Tiffany Joy Apartments,"Extremely clean and well-appointed place, great staff, good location.","Please note that the bedrooms are transitional, which is not fully clear from the description and may cause disturbances.",10.0
Tiffany Joy Apartments,Great attitude. from,,10.0
Tiffany Joy Apartments,"The bathroom, the layout of the apartment, the terraces, a good washing machine, a well-functioning air conditioner were comfortable. The location is very pleasant for small children with a well-built playground nearby. All the asking beach is easily accessible with a short walk. Shop is close by.",The equipment in the kitchen is a bit poor.,9.6
Tiffany Joy Apartments,"The location of the apartment, close to the centre and the beach, the cleanliness of the rooms, the very good treatment of the boy who welcomed us",Everything was very good.,10.0
Tiffany Joy Apartments,"Very cosy place, near the beach, with a good view. There's everything a man needs close by. I recommend two hands. I'd certainly stay there again.",,10.0
Tiffany Joy Apartments,Manager Krasimir is extremely friendly and helpful.,,10.0
Tiffany Joy Apartments,"Anything else..Friendly hosts, lovely place.",There was no sponge to wash and no schwanthah to dry.,10.0
Tiffany Joy Apartments,"The hosts have responded to every demand we've made. It was all extremely accurate, correct and fast on their part.",,10.0
Tiffany Joy Apartments,Everything was great! Thanks for the hospitality and lovely conditions BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB's BB ,,10.0
Plovdiv Hotel,"Friendly stuff, lovely fish prepared, almost great!.Thank you! Breakfast very delicious! Thank you!.",Everything was Ok.,10.0
Plovdiv Hotel,"Nice location, great view over the sea. Polite staff..",The breakfast wasn't so good. Can improve it. The bathroom is really basic..,9.0
Plovdiv Hotel,"location is great 2 min to the beach, friendly staff, good breakfast.",it could be done renovation of the hotel..,7.0
Plovdiv Hotel,"Nice location near the shore, great al fresco dining on the patio overlooking the bay. Very helpful and friendly staff, had a great chat with the owner..","Parking can be hard, but the staff will be happy to solve the problem..",9.6
Plovdiv Hotel,"The location is very good, quiet surroundings.. We had a room with the beautiful sea view and the room was spacious... The ladies from the cleaning service were very nice and friendly, against the other staff unfortunately..Its a good deal but be prepared for little bit retro :).","The rooms need little bit of renovation, especially the bathroom where is only a shoilet and when you take shower, the water is everywhere..The balcony has very low railing so it need to be more careful here.",8.3
Plovdiv Hotel,"Location was superb. Minutes walk to beach. Sea view from room and restaurant. Great breakfast, plenty of choices. Friendly and helpful staff, we asked for a vacuum cleaner for our vacuum luggage bags. They provided this promptly. The reception provides free sun umbrella to take with u to the beach. Bags can be left at reception after checkout for an extra day of beach fun..",No closed off shower..,9.2
Plovdiv Hotel,The location just near the seaside.,The owner was great and very friendly.,9.2
Plovdiv Hotel,"I liked how responsive the staff was. What the hotel itself lacked in comfort or cleanliness they immediately made up for and made sure our requests were answered and we were satisfied. Perfect location for teens with no car like us, very close to the beach. Great restaurant..",There weren’t enough sockets but they solved that. The AC was kinda weird - worked only sometimes. The bathroom floor wasn’t leveled so it was always wet. The pool had gotten quite dirty but they did clean it..,7.5
Plovdiv Hotel,Nice location with romantic view to the bay. Nearby a lot of restaurants. Cheerful personal. Realy reach and fresh breakfast. Parking place need arrange in advance but they arranged it..,Balcony guardreil a bit low - dangerous for children (but in rooms to the basin were already new ones and high enough)..After shower stay water in all bathroom - bad slope..,8.8
Plovdiv Hotel,- close to the beach- Perfect for children !.- quite good breakfast;.- rooms was cleaned everyday;.- clear swimming pool..,"- worst ever drinked coffee on breakfast;.- extremely unpleasant stuff, not responding to ""hi, hallo, smile"" ( except cleaning ladies!).- guy a handyman can not repair easy stuff (made it with doorkey) ordinary unpleasant;.- 95% people on Bulgaria were ignorant and unpleasant;.- restaurant heat food on microwave (saw few times);.- worst burger had ever eaten;.",7.1
Plovdiv Hotel,mostly everything.,the bed i needed to sleep on.,6.0
Plovdiv Hotel,"The location near the sea with a great view.It was relatively clean,with AC in every room..","The staff was ok, except one waiter which was really rude to everyone.The food in the restaurant was below the average in the area..",6.0
Plovdiv Hotel,,"Great hotel, very friendly staff, nice and clean,  delicious food at the restaurant..Thank you.",10.0
Plovdiv Hotel,The view from the balcony..,"The view was unique, but that's the only positive thing. The room was clean, but it didn't value for the price, we've paid. The water tank in the toilet was broken (no water) , which made our experience very uncomfortable.. At 8:30am the cleaning lady woke us up, because she wanted to clean the room but 8:30 a.m is too early... We're on a vacation after all and we don't want to be woken up this early..The parking was paid and it was 10 BGN per day which is  too much according to us..And we had to leave the room until 10:30 am whereas most places don't bother you until 12:00. The cleaning lady came for the second time around 10 am to see if we have left so that she could clean the room..Most of the staff was unfriendly. .We felt like we're pushed to leave and that's why we're not staying at this place again..",3.0
Plovdiv Hotel,The breakfast was very rich and of a good quality. The staff was also great-very helpful and nice!.,"We were in a room on the first floor and maybe because of that it was very humid and there was a smell of mold. Everything in there was very basic-the furniture, the bathroom.....",5.8
Plovdiv Hotel,The location.,"The staff never smiled. The room had a lot of broken stuff for example the bathroom’s door couldn’t close, the hang where you should put the shower on the wall was broken etc..",5.0
Plovdiv Hotel,"Everything was far above our expectations! Great value for the money! Great location, clean rooms, delicious food in the restaurant, friendly staff and lovely swimming pool and beach!.",,10.0
Plovdiv Hotel,"Perfect location, very good food, friendly and helpful staff, good place for family with children, kid's swimming pool, play area..",,10.0
Plovdiv Hotel,Staff and view.,Matresses.,10.0
Plovdiv Hotel,"Breakfast was very good. - It's a big one. The atmosphere is very pleasant. The hotel's location - it was very convenient for us. The hotel - very clean, staff - very polite.","In the middle of winter, there are no tourists in the hotel and in Primorsko, but we've had five nights well, according to the plan. And time was with us. When you're more prepared, you can't be surprised by the wind, the rain, it's like going to a mountain, you have to have a winter sea attitude.",8.0
Plovdiv Hotel,"The room is uncomfortable, everything is very old. The hotel is in dire need of renovation. There is no parking and in general it is very difficult to park a car in this city.",,8.0
Plovdiv Hotel,"I haven't had a vacation in Bulgaria in 20 years. Next year abroad, the hotel is good, the service is good.",Very high pet fee - 20 leaves a day.,8.0
Plovdiv Hotel,"The sea view from the room and the only noise that the waves make my accommodation amazing.I liked the cleanliness of the room, the amenities of the room and the presence of some healthy products in the breakfast.",I didn't see anything that would annoy me.,9.0
Plovdiv Hotel,Polite staff. Delicious breakfast. Great view from the room. Close to the beach.,It wasn't like that.,9.0
Plovdiv Hotel,"The hotel Plovdiv is perhaps the best place in Primorsko with fantastic views of the sea, the bay in front. The beach is nearby..The 1-star hotel offers a truly varied breakfast buffet..The hotel has a good restaurant with fine terrace and super view and the kitchen is good and prices are reasonable..Staff is good..For children there is a pool at the back.",The beds are a bit low but also a bit too weak mattresses. Bathroom's reasonable. But that does not outweigh the many advantages mentioned above.,8.0
Plovdiv Hotel,"Location, service, cleanliness, openness to non-standard requests, friendly staff, possibility to communicate in English",The swimming pool is available only from 10 am to 7 pm So it is not possible to spend the evening by the swimming pool. Parking is paid additionally despite the fact that it is on a public street or additionally (100% more expensive) in the garden on a nearby street (about 100m from the hotel),9.0
Plovdiv Hotel,"Breakfast was a European breakfast, and in addition there were always bread rolls, milkshakes or fried bread. The location is perfect, in a quiet street, with very nice views of the sea and the North Beach.",,9.0
Plovdiv Hotel,"Very friendly staff, clean room, nice sea view!",,9.0
Plovdiv Hotel,Fantastic views of the beach and the sea from the top-floor room. Swimming pool for children. Very good breakfast. Possibility of free parking near the hotel (on the street). Rooms (and the whole hotel) clean and nicely furnished.,,9.0
Plovdiv Hotel,"We stayed for two nights in a room with a sea view. Our room was quite large, and the view was great. Our beds were comfortable. We had breakfast included, my husband was pleased with it. We had dinner at the hotel restaurant and we loved it. The fish was fresh and delicious, and the service was excellent. Prices are higher, but it's really worth it. Our room, as well as the common areas, seemed refreshed recently. The maids were nice and did their job all day. The hotel has a swimming pool, but I haven't used it. He seemed like a good fit for kids. It had a pretty good WiFi, and we used it for work. The location of the hotel itself was excellent and 100% of my requirements. The beach is 5 minutes away, The walk path starts from the hotel. I'd like to visit this property again.","The bathroom is not fully renovated, but needs a slight adjustment. It would be good to have a mop for drying. .Personally, my husband and I were very uncomfortable with pillows, but those are personal preferences. .There was a woman on the staff who was sitting at breakfast, I suppose, for assistance in need. The truth is, I felt like a thief trying to steal his food... the woman was standing there with a frown on her face and watching every move we made and what we were taking... it didn't make me feel good.",8.0
Plovdiv Hotel,The staff is very helpful and smiling. The food is great and varied.We'd love to come back and visit you.,,9.0
Plovdiv Hotel,The girl at the front desk was very nice and the hotel is very clean.,,9.0
Plovdiv Hotel,Very good place! Excellent service,,8.0
Plovdiv Hotel,"We were pleasantly surprised the hotel has completely renovated the rooms as well, the sea view is great. Everything was on the level, the staff and the food. Rooms are cleaned daily. The beach is on the beachfront and the city centre is just a short walk away.",,9.0
Plovdiv Hotel,The view. The peace.It's near the beach.,Tight room. Small bathroom. Liquid soap.,8.0
Plovdiv Hotel,Rich breakfast. Great location.,,8.0
Plovdiv Hotel,"The view! But the kitchen in the apartment is gone, no breakfast..",No kitchen in the apartment,7.0
Plovdiv Hotel,"The place is beautiful, personnel - good.Looks like he might be in a hurry. I'm gonna figure it out for a rest. He's the only one in the area, so he'll be comfortable with the kids.Sutrin burns when he winds up from the balcony.",,9.0
Plovdiv Hotel,Great location and really nice staff.Very good breakfast and dinner in a small hotel price.For the price a great hotel!,,8.0
Plovdiv Hotel,"Very close to North Beach, staff are very friendly and helpful, the room was clean and cleaned every day.",There's more to eat from breakfast,8.0
Plovdiv Hotel,Sea view.,,9.0
Plovdiv Hotel,"Very good treatment and food, a good hotel and friendly hosts.",,7.0
Plovdiv Hotel,,Blue cheese served for breakfast,7.0
Plovdiv Hotel,"Excellent location, sea views, clean rooms and a friendly staff ready to assist at any time! A rich and delicious dinner served in the garden by the pool!",No parking spaces! You have to go around looking for free ones.,9.0
Plovdiv Hotel,excellent location,Hotel mine to be renovated,7.0
Plovdiv Hotel,"Very clean, breakfast is good, staff is polite.",,9.0
Plovdiv Hotel,"Location, staff, shared terrace on the 4th floor.","At check-in, the bathroom lights were out and the toilet seat was broken.One of the days there was no hot water.",7.0
Plovdiv Hotel,"Location, cleanliness and food.",Very low internet,8.0
