,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
6390,11755,City Avenue Hotel by HMG,"The girls at the reception are friendly and help you. The breakfast is very good, it is complete. The room is a good size and the bathroom is comfortable. There is a refrigerator in the room.","The cleaning service was spotty, one of the girls cleaned well, another barely left towels. Amarrete with complimentary coffee - a little packet of coffee, one tea, two sugars (but there were two of us!).",8.0,"The girls at the reception are friendly and help you. The breakfast is very good, it is complete. The room is a good size and the bathroom is comfortable. There is a refrigerator in the room. The cleaning service was spotty, one of the girls cleaned well, another barely left towels. Amarrete with complimentary coffee - a little packet of coffee, one tea, two sugars (but there were two of us!)."
6391,11756,City Avenue Hotel by HMG,"Nice, helpful staff. Coffee machine, comfortable bed. Heating!","Location on the street, so a bit noisy, but otherwise close to the center, next to the park.",8.0,"Nice, helpful staff. Coffee machine, comfortable bed. Heating! Location on the street, so a bit noisy, but otherwise close to the center, next to the park."
6392,11757,City Avenue Hotel by HMG,Breakfast is a varied buffet.,Size of the single room.,8.0,Breakfast is a varied buffet. Size of the single room.
6393,11758,City Avenue Hotel by HMG,Location,,8.0,Location 
6394,11759,City Avenue Hotel by HMG,Very good location and perfect breakfast,,9.0,Very good location and perfect breakfast 
6395,11760,City Avenue Hotel by HMG,"Good staff service is solid, if you came to Sofia you would go to the same hotel again",,8.0,"Good staff service is solid, if you came to Sofia you would go to the same hotel again "
6396,11761,City Avenue Hotel by HMG,"Clean, location, no noise, walking to the center of Sofia is 20 minutes.",,8.0,"Clean, location, no noise, walking to the center of Sofia is 20 minutes. "
6397,11762,City Avenue Hotel by HMG,Mediocre!,The fresh food was poorly made.,7.0,Mediocre! The fresh food was poorly made.
6398,11763,City Avenue Hotel by HMG,The location of the hotel is excellent. Breakfast was decent. The room was clean and there was plenty of hot water.,"The air conditioner was weak, so we had to ask for a blowtorch.",8.0,"The location of the hotel is excellent. Breakfast was decent. The room was clean and there was plenty of hot water. The air conditioner was weak, so we had to ask for a blowtorch."
6399,11764,City Avenue Hotel by HMG,"Location, cleanliness, amenities, friendly staff, peace and quiet.",There is more to be desired for breakfast.,9.0,"Location, cleanliness, amenities, friendly staff, peace and quiet. There is more to be desired for breakfast."
6400,11765,City Avenue Hotel by HMG,"Comfortable location, hearty breakfasts, friendly staff. The rooms are already shabby and tired, but there is some charm in this",Some water could be included in the room rate,7.0,"Comfortable location, hearty breakfasts, friendly staff. The rooms are already shabby and tired, but there is some charm in this Some water could be included in the room rate"
6401,11766,City Avenue Hotel by HMG,rooms were up to standard,,7.0,rooms were up to standard 
6402,11767,City Avenue Hotel by HMG,cozy hotel with good breakfast,"unfriendly staff at breakfast, old worn rugs on the floor",9.0,"cozy hotel with good breakfast unfriendly staff at breakfast, old worn rugs on the floor"
6403,11768,City Avenue Hotel by HMG,"Good location, staff was friendly and generally a good hotel",,8.0,"Good location, staff was friendly and generally a good hotel "
6404,11769,City Avenue Hotel by HMG,In a good place. Friendly staff. Good breakfast.,"The air conditioner wasn't on, but it was very loud.",9.0,"In a good place. Friendly staff. Good breakfast. The air conditioner wasn't on, but it was very loud."
6405,11770,City Avenue Hotel by HMG,"Nice facility, excellent price, close to the metro.",I don't like the carpet in the rooms.,7.0,"Nice facility, excellent price, close to the metro. I don't like the carpet in the rooms."
6406,11771,City Avenue Hotel by HMG,"Excellent attitude of the staff: late check-in without problems, they decide with parking.","The bathroom smelled of cigarettes like in a smoking-room, you come out smelling of cigarette smoke. The bed is a bit small.",8.0,"Excellent attitude of the staff: late check-in without problems, they decide with parking. The bathroom smelled of cigarettes like in a smoking-room, you come out smelling of cigarette smoke. The bed is a bit small."
6407,11772,City Avenue Hotel by HMG,Good location.,,9.0,Good location. 
6408,11773,City Avenue Hotel by HMG,Ideal report value for money,,9.0,Ideal report value for money 
6409,11774,City Avenue Hotel by HMG,"Great location 1 metro stop from the center. Breakfast served in the room with respect to the covid rules, excellent choice. Helpful and competent staff.","The carpet in the rooms is a bit dated, you can see the signs of time, maybe it should be changed. Some rooms have some flaws: The shower door does not close well or lacks, but the staff makes up for it with supplies of mats.",9.0,"Great location 1 metro stop from the center. Breakfast served in the room with respect to the covid rules, excellent choice. Helpful and competent staff. The carpet in the rooms is a bit dated, you can see the signs of time, maybe it should be changed. Some rooms have some flaws: The shower door does not close well or lacks, but the staff makes up for it with supplies of mats."
6410,11775,City Avenue Hotel by HMG,"I always speak from the point of view quality / price. The beds although short, were very comfortable. The room was very big and the breakfast in the room was great. The staff helped us with everything we needed with a smile. .On the parallel street there is a shopping center and lots of life. And a metro stop separates you from the center!","The first impression is that you are on the outskirts, in a somewhat sad place, but it is not like that!! Have a little research on the surroundings which is worth it..There is some water coming out of the shower but for me it has not been a problem.",9.0,"I always speak from the point of view quality / price. The beds although short, were very comfortable. The room was very big and the breakfast in the room was great. The staff helped us with everything we needed with a smile. .On the parallel street there is a shopping center and lots of life. And a metro stop separates you from the center! The first impression is that you are on the outskirts, in a somewhat sad place, but it is not like that!! Have a little research on the surroundings which is worth it..There is some water coming out of the shower but for me it has not been a problem."
6411,11776,City Avenue Hotel by HMG,,I understand that we are still in the covid era but we ordered breakfast included and in the end for the reason of that you could order only 1 plate.  We are a lot to eat and the truth is that we were left hungry with that.,8.0, I understand that we are still in the covid era but we ordered breakfast included and in the end for the reason of that you could order only 1 plate.  We are a lot to eat and the truth is that we were left hungry with that.
6412,11777,City Avenue Hotel by HMG,"Warm in the room when there was a 3C outside. Good room space. Quiet, though on the street. Medium comfort. Good for one night.","The parking lot is paved, so all the sand / mud is taken on the suitcase and shoes. Soft fff mattresses. Sheets a bit beige, white, initially. Breakfast offered only in the room, on the grounds of Covid, but with very few options. We preferred not to take it anymore. Personally abulic, on check in a bit acidic, without any heat, which I think gave us a room below what we had paid.",8.0,"Warm in the room when there was a 3C outside. Good room space. Quiet, though on the street. Medium comfort. Good for one night. The parking lot is paved, so all the sand / mud is taken on the suitcase and shoes. Soft fff mattresses. Sheets a bit beige, white, initially. Breakfast offered only in the room, on the grounds of Covid, but with very few options. We preferred not to take it anymore. Personally abulic, on check in a bit acidic, without any heat, which I think gave us a room below what we had paid."
6413,11778,City Avenue Hotel by HMG,"Convenient location but not central. You can reach everything on foot, for those who want to walk, it is perfect because it is located 15 minutes walk from the center and a stone's throw from the metro (which costs only 80 cent or 2 euros for the whole day). Helpful and friendly staff. Daily room cleaning.","We asked for a double and they gave us two singles that were not too comfortable (I received an email that anticipated that it was not guaranteed). The hairdryer stopped working on the first day, they tried to fix it but failed and they did not find an alternative solution. Breakfast in the room due to covid really not presentable under a film. Apart from two sweet croissants, everything else was eggs. I guess if it was a buffet the choice would have been bigger.",7.0,"Convenient location but not central. You can reach everything on foot, for those who want to walk, it is perfect because it is located 15 minutes walk from the center and a stone's throw from the metro (which costs only 80 cent or 2 euros for the whole day). Helpful and friendly staff. Daily room cleaning. We asked for a double and they gave us two singles that were not too comfortable (I received an email that anticipated that it was not guaranteed). The hairdryer stopped working on the first day, they tried to fix it but failed and they did not find an alternative solution. Breakfast in the room due to covid really not presentable under a film. Apart from two sweet croissants, everything else was eggs. I guess if it was a buffet the choice would have been bigger."
6414,11779,City Avenue Hotel by HMG,The staff was very kind and very helpful. There was parking at the hotel.,"Breakfast was brought to the room, very poor due to covid-19 as we were informed (after we arrived). there) . There should be an update.",9.0,"The staff was very kind and very helpful. There was parking at the hotel. Breakfast was brought to the room, very poor due to covid-19 as we were informed (after we arrived). there) . There should be an update."
6415,11780,City Avenue Hotel by HMG,room is spacious clean,Breakfast was not quite enough in a variety when it came to the room.,9.0,room is spacious clean Breakfast was not quite enough in a variety when it came to the room.
6416,11781,City Avenue Hotel by HMG,"nice spacious, comfortable and clean room!","The shower tray is cracked and leaking. Carpet worn in some places. heating is turned on / off only with a knife switch, the remote control does not work (",8.0,"nice spacious, comfortable and clean room! The shower tray is cracked and leaking. Carpet worn in some places. heating is turned on / off only with a knife switch, the remote control does not work ("
6417,11782,City Avenue Hotel by HMG,"The room was nice and close to the center of the city, but it had a small parking lot.",.,8.0,"The room was nice and close to the center of the city, but it had a small parking lot. ."
6418,11783,City Avenue Hotel by HMG,Location Bed linen Silence,Draining water after showering Floor covering,8.0,Location Bed linen Silence Draining water after showering Floor covering
6419,11784,City Avenue Hotel by HMG,"Large room, warm, comfortable and very close to the centre..The staff was very kind and helpful.","The carpet on the floor sucked. If it can't be cleaned, it'll have to be changed.",7.0,"Large room, warm, comfortable and very close to the centre..The staff was very kind and helpful. The carpet on the floor sucked. If it can't be cleaned, it'll have to be changed."
6420,11785,City Avenue Hotel by HMG,Service .Location .Facilities,The morning was moderate,9.0,Service .Location .Facilities The morning was moderate
6421,11786,City Avenue Hotel by HMG,The staff was friendly and courteous. The location of the hotel is great. The furniture is new and modern.,"We had breakfast included, but on the second day we were forgotten. I went to the front desk to ask for a delivery, and even though they said we'd get it in 20 minutes, there wasn't one.",8.0,"The staff was friendly and courteous. The location of the hotel is great. The furniture is new and modern. We had breakfast included, but on the second day we were forgotten. I went to the front desk to ask for a delivery, and even though they said we'd get it in 20 minutes, there wasn't one."
6422,11787,City Avenue Hotel by HMG,very good breakfast staff relatively close to the center and on foot good connection from the airport and Metro and Taxi room size,the shower in the bathroom ran and heated the bathroom (it was a matter of several rooms that had the rest of the trip) very low and uncomfortable beds,7.0,very good breakfast staff relatively close to the center and on foot good connection from the airport and Metro and Taxi room size the shower in the bathroom ran and heated the bathroom (it was a matter of several rooms that had the rest of the trip) very low and uncomfortable beds
6423,11788,City Avenue Hotel by HMG,,The minibar was very well stocked.,9.0, The minibar was very well stocked.
6424,11789,City Avenue Hotel by HMG,"Breakfast, great room","Some noise (neighbors and cleaners).Very hot in the room, couldn't turn off the heat.",7.0,"Breakfast, great room Some noise (neighbors and cleaners).Very hot in the room, couldn't turn off the heat."
6425,11790,City Avenue Hotel by HMG,- Staff very kind - Breakfast satisfactory - Clean rooms,"The room, though excellent, the carpet was dirty and burnt across, but otherwise it's all good!",9.0,"- Staff very kind - Breakfast satisfactory - Clean rooms The room, though excellent, the carpet was dirty and burnt across, but otherwise it's all good!"
6426,11791,City Avenue Hotel by HMG,"Cleanliness, courteous staff, location everything was good and pleasant really good breakfast, recommended",Everything was cool..the mattresses are a little less comfortable but not critical,9.0,"Cleanliness, courteous staff, location everything was good and pleasant really good breakfast, recommended Everything was cool..the mattresses are a little less comfortable but not critical"
6427,11792,City Avenue Hotel by HMG,Ideal position to visit the center of Sofia: 300m from a metro station directly serving the attractive center.,,,
6428,.Very friendly welcome and in French. Good Wifi. Comfortable room with a view of a building anyway. Quiet area. Breakfast up to this type of establishment.,"The parking: handkerchief located right in front of the hotel, the cars are parked there like in an Italian ferry! You have to leave the keys at the reception and a valet takes care of parking them to the sander of the need. Not a gripe: hat.....!",9.0,"Ideal position to visit the center of Sofia: 300m from a metro station directly serving the attractive center..Very friendly welcome and in French. Good Wifi. Comfortable room with a view of a building anyway. Quiet area. Breakfast up to this type of establishment. The parking: handkerchief located right in front of the hotel, the cars are parked there like in an Italian ferry! You have to leave the keys at the reception and a valet takes care of parking them to the sander of the need. Not a gripe: hat.....!",,
6429,11793,City Avenue Hotel by HMG,Nice room with good beds. Minibar and water heater provided. Lots of space. Excellent Wi-Fi. Good breakfast.,The shower door leaks on the floor when you turn on the tap. We had to put the water tube on the ground otherwise. there was no outlet. But these were just minor problems.,,
6430,.The coffee at breakfast was really not good.,8.0,Nice room with good beds. Minibar and water heater provided. Lots of space. Excellent Wi-Fi. Good breakfast. The shower door leaks on the floor when you turn on the tap. We had to put the water tube on the ground otherwise. there was no outlet. But these were just minor problems.,,,
6431,.The coffee at breakfast was really not good.,,,,,
6432,11794,City Avenue Hotel by HMG,Breakfast and comfort.,,8.0,Breakfast and comfort. 
6433,11795,City Avenue Hotel by HMG,"The relation quality-price is excellent. The room is very spacious. The location is very good next to the metro station. The staff, although not the most professional, if they are always willing to help and solve problems.",The staff although not rude is not professional. However I think this is somewhat general in Bulgaria since throughout the service sector it is noticeable that they still lack to know how to treat tourists.,8.0,"The relation quality-price is excellent. The room is very spacious. The location is very good next to the metro station. The staff, although not the most professional, if they are always willing to help and solve problems. The staff although not rude is not professional. However I think this is somewhat general in Bulgaria since throughout the service sector it is noticeable that they still lack to know how to treat tourists."
6434,11796,City Avenue Hotel by HMG,Very good breakfast and a very good location!,There was mold in the bathroom and the shower was too narrow!,8.0,Very good breakfast and a very good location! There was mold in the bathroom and the shower was too narrow!
6435,11797,City Avenue Hotel by HMG,Good value for money.,The heating did not work.,,
6436,.The breakfast buffet attendant did not let us have breakfast at the time we were told we could go (8-11am).,7.0,Good value for money. The heating did not work.,,,
6437,.The breakfast buffet attendant did not let us have breakfast at the time we were told we could go (8-11am).,,,,,
6438,11798,City Avenue Hotel by HMG,"Everything from the welcome, the layout, the cleanliness and the breakfast was great. I recommend",The only thing we didn't like were the mattresses.,9.0,"Everything from the welcome, the layout, the cleanliness and the breakfast was great. I recommend The only thing we didn't like were the mattresses."
6439,11799,City Avenue Hotel by HMG,"Breakfast was good, fresh and varied. A casual and intimate environment. Clean and comfortable.",I don't think I have anything new to recommend.,9.0,"Breakfast was good, fresh and varied. A casual and intimate environment. Clean and comfortable. I don't think I have anything new to recommend."
6440,11800,City Avenue Hotel by HMG,"Breakfast was varied, covering every taste..The location is of the utmost importance to us, which is why we chose the hotel..We're happy.",We've had a short stay.,,
6441,.We haven't met anything we don't like.,8.0,"Breakfast was varied, covering every taste..The location is of the utmost importance to us, which is why we chose the hotel..We're happy. We've had a short stay..We haven't met anything we don't like.",,,
6442,11801,City Avenue Hotel by HMG,"Breakfast is always perfect! A great choice of dishes. Rooms are very large, with a coffee area (food, rest). Parking is available for all hotel guests - no problem.","It's usually very warm in Sofia in summer. The air conditioning was not working well - the temperature in the room was not comfortable (I think 28 degrees is not normal), for us it is hot at all (this situation cannot be in the hotel where you pay so much money for accommodation).",9.0,"Breakfast is always perfect! A great choice of dishes. Rooms are very large, with a coffee area (food, rest). Parking is available for all hotel guests - no problem. It's usually very warm in Sofia in summer. The air conditioning was not working well - the temperature in the room was not comfortable (I think 28 degrees is not normal), for us it is hot at all (this situation cannot be in the hotel where you pay so much money for accommodation)."
6443,11802,City Avenue Hotel by HMG,"Very large rooms, fantastic shower.","Spartan breakfast. A comment to the location: the structure is classified as ""center"", but the center is not because Vitosha is a couple of kilometers on foot",7.0,"Very large rooms, fantastic shower. Spartan breakfast. A comment to the location: the structure is classified as ""center"", but the center is not because Vitosha is a couple of kilometers on foot"
6444,11803,City Avenue Hotel by HMG,"Friendly staff, positioning close to the center",,9.0,"Friendly staff, positioning close to the center "
6445,11804,City Avenue Hotel by HMG,"The location of the hotel is very good. Close to metro station. The breakfast is just excellent. Especially the staff, who take care of the breakfast, are very friendly and really try hard to make everything right.",The bed was way too soft and too uncomfortable. You get the feeling that much of this hotel is just getting old. The ceiling is way too small. The hygiene in the room leaves a lot to be desired.,7.0,"The location of the hotel is very good. Close to metro station. The breakfast is just excellent. Especially the staff, who take care of the breakfast, are very friendly and really try hard to make everything right. The bed was way too soft and too uncomfortable. You get the feeling that much of this hotel is just getting old. The ceiling is way too small. The hygiene in the room leaves a lot to be desired."
6446,11805,City Avenue Hotel by HMG,Cleaning-Cooperation,Covers and towels,8.0,Cleaning-Cooperation Covers and towels
6447,11806,City Avenue Hotel by HMG,The friendliness of the staff😊The location,No door in the shower,9.0,The friendliness of the staff😊The location No door in the shower
6448,11807,City Avenue Hotel by HMG,"The hotel has an excellent location.The room is very comfortable.The staff are well-trained.They're always smiling and friendly.They make you feel like you're between friends.In case of trouble in the bathroom, they responded for five minutes and decided.They're great!",,9.0,"The hotel has an excellent location.The room is very comfortable.The staff are well-trained.They're always smiling and friendly.They make you feel like you're between friends.In case of trouble in the bathroom, they responded for five minutes and decided.They're great! "
6449,11808,City Avenue Hotel by HMG,Friendly staff. Acceptable breakfasts. Convenient location,,8.0,Friendly staff. Acceptable breakfasts. Convenient location 
6450,11809,City Avenue Hotel by HMG,"I received a room upgrade, which would have been great in other conditions, but I stopped for one night, so all I needed was a shower and a bed. Friendly staff, very large room.","The mattress was full of potholes and the shower was leaking. However, the room was clean and we had everything we needed.",9.0,"I received a room upgrade, which would have been great in other conditions, but I stopped for one night, so all I needed was a shower and a bed. Friendly staff, very large room. The mattress was full of potholes and the shower was leaking. However, the room was clean and we had everything we needed."
6451,11810,City Avenue Hotel by HMG,"The breakfast is excellent, the room is very large and comfortable, the staff is polite. We arrived late and checked in without any problems. The room met expectations. Bar (drinks and snacks in the fridge in the room) - for a fee, but this was not a surprise)","When we entered the room, the first impression was very good. But then, during a detailed examination, traces of a recent small flood were found on the ceiling. The room is clean, the bed is clean, but the room needs a facelift. Given the price, you can close your eyes to this.",8.0,"The breakfast is excellent, the room is very large and comfortable, the staff is polite. We arrived late and checked in without any problems. The room met expectations. Bar (drinks and snacks in the fridge in the room) - for a fee, but this was not a surprise) When we entered the room, the first impression was very good. But then, during a detailed examination, traces of a recent small flood were found on the ceiling. The room is clean, the bed is clean, but the room needs a facelift. Given the price, you can close your eyes to this."
6452,11811,City Avenue Hotel by HMG,Breakfast great and location suoer,,9.0,Breakfast great and location suoer 
6453,11812,City Avenue Hotel by HMG,Really convenient place compared to the port and with dedicated parking. Forgive them very kind and helpful. Recommended!,Nothing to add,8.0,Really convenient place compared to the port and with dedicated parking. Forgive them very kind and helpful. Recommended! Nothing to add
6454,11813,City Avenue Hotel by HMG,"Polite staff. Good breakfast. Spacious room. Parking provided. Great option for one or two nights. The center is about 1km away. The metro and other public transport are close by. All in all, we are satisfied. We would stay at this hotel again and would recommend it to others.",Torn wallpaper. Dirty carpet in the room.,8.0,"Polite staff. Good breakfast. Spacious room. Parking provided. Great option for one or two nights. The center is about 1km away. The metro and other public transport are close by. All in all, we are satisfied. We would stay at this hotel again and would recommend it to others. Torn wallpaper. Dirty carpet in the room."
6455,11814,City Avenue Hotel by HMG,"Reception and staff in it, location. With a little effort the hotel could be rated much better","Room cleanliness, broken shower, rude staff at breakfast, breakfast",8.0,"Reception and staff in it, location. With a little effort the hotel could be rated much better Room cleanliness, broken shower, rude staff at breakfast, breakfast"
6456,11815,City Avenue Hotel by HMG,Good breakfast. Spacious room. It had a large terrace,It had carpet. Half an hour walk from the center.,8.0,Good breakfast. Spacious room. It had a large terrace It had carpet. Half an hour walk from the center.
6457,11816,City Avenue Hotel by HMG,"Excellent reception, great kindness of the staff who was always available. Important for those like us who had a rental car: they immediately reserved a parking space in front of the hotel which saved us a waste of time looking for it.",nothing to add,8.0,"Excellent reception, great kindness of the staff who was always available. Important for those like us who had a rental car: they immediately reserved a parking space in front of the hotel which saved us a waste of time looking for it. nothing to add"
6458,11817,City Avenue Hotel by HMG,The breakfast was delicious and very complete. The single room is like a double with all the necessary facilities. The staff was very friendly and spoke good English.,"The shower was very narrow and maybe the hotel is a bit far from the sights, although you can walk anywhere if you don't mind taking a walk.",9.0,"The breakfast was delicious and very complete. The single room is like a double with all the necessary facilities. The staff was very friendly and spoke good English. The shower was very narrow and maybe the hotel is a bit far from the sights, although you can walk anywhere if you don't mind taking a walk."
6459,11818,City Avenue Hotel by HMG,"The location, the spaciousness of the room, the variety of breakfast","It lacks a bit of maintenance in terms of paint and bath screen that was out of date. It is a pity that being a new building, it has that lack of maintenance",8.0,"The location, the spaciousness of the room, the variety of breakfast It lacks a bit of maintenance in terms of paint and bath screen that was out of date. It is a pity that being a new building, it has that lack of maintenance"
6460,11819,City Avenue Hotel by HMG,"Except for the terrace, everything was ok",No terrace,9.0,"Except for the terrace, everything was ok No terrace"
6461,11820,City Avenue Hotel by HMG,Top staff and breakfast,Room was not very clean ,,
6462,-Electric wires were apparent,,,,,
6463,.There was constant sewage smell coming up ,,,,,
6464,.The shower lacks a raclette to evacuate the water because the grills serve no purpose,7.0,Top staff and breakfast Room was not very clean ,,,
6465,-Electric wires were apparent,,,,,
6466,.There was constant sewage smell coming up ,,,,,
6467,.The shower lacks a raclette to evacuate the water because the grills serve no purpose,,,,,
6468,11821,City Avenue Hotel by HMG,"The hotel’s breakfast offers a wide range of delicacies and fresh ingredients. The rooms are clean, the beds are comfortable. The staff is attentive and friendly. We've stayed and enjoyed it before. We're done being happy again.",Everything was fine.,8.0,"The hotel’s breakfast offers a wide range of delicacies and fresh ingredients. The rooms are clean, the beds are comfortable. The staff is attentive and friendly. We've stayed and enjoyed it before. We're done being happy again. Everything was fine."
6469,11822,City Avenue Hotel by HMG,"The hotel is very close to the city. 15 minutes walk and you are right between all kinds of sights and the shopping street. Near a large main street, but just in a quiet street. Free parking right outside. Breakfast has plenty of variety. Good coffee. Fresh products. Friendly staff.","We found hygiene moderate. The room wasn't dirty. But everything could be a little cooler. It was all a bit stale, literally and figuratively. Cleaning was done. But maintenance should be done so that the cleaning is more visible and smells. It would help a lot if the linen smells really clean, for example.",7.0,"The hotel is very close to the city. 15 minutes walk and you are right between all kinds of sights and the shopping street. Near a large main street, but just in a quiet street. Free parking right outside. Breakfast has plenty of variety. Good coffee. Fresh products. Friendly staff. We found hygiene moderate. The room wasn't dirty. But everything could be a little cooler. It was all a bit stale, literally and figuratively. Cleaning was done. But maintenance should be done so that the cleaning is more visible and smells. It would help a lot if the linen smells really clean, for example."
6470,11823,City Avenue Hotel by HMG,"Very good hotel I recommend, great location, close to subway, Sofia Mall and women's market. Very good breakfast buffet. On my next stay in Sofia I will stay here again with no problem.",,8.0,"Very good hotel I recommend, great location, close to subway, Sofia Mall and women's market. Very good breakfast buffet. On my next stay in Sofia I will stay here again with no problem. "
6471,11824,City Avenue Hotel by HMG,The room was rather spacious and the hotel well located (3min from a metro station and 15 min walk from the center). The area is quiet and the staff pleasant,"The shower tray was not waterproof so after a shower, the bathroom was literally broken.",8.0,"The room was rather spacious and the hotel well located (3min from a metro station and 15 min walk from the center). The area is quiet and the staff pleasant The shower tray was not waterproof so after a shower, the bathroom was literally broken."
6472,11825,City Avenue Hotel by HMG,We loved the red chairs. The beds were comfortable! 😁,Everything was fine! 💗,9.0,We loved the red chairs. The beds were comfortable! 😁 Everything was fine! 💗
6473,11826,City Avenue Hotel by HMG,Room size.,"Breakfast was shabby and poorly made, the room had no windows.",7.0,"Room size. Breakfast was shabby and poorly made, the room had no windows."
6474,11827,City Avenue Hotel by HMG,"The room is spacious and clean. Places pretty good. Parking's good, right outside the hotel. Quiet spot, no noise, just off a main highway and in meter. Reception and bar employees are excellent.",Breakfast needs improvement,8.0,"The room is spacious and clean. Places pretty good. Parking's good, right outside the hotel. Quiet spot, no noise, just off a main highway and in meter. Reception and bar employees are excellent. Breakfast needs improvement"
6475,11828,City Avenue Hotel by HMG,Location and staff,"Breakfast, carpet in dirty old stains, for the extra bed on which the child slept, they gave out old, yellow bed linen.",7.0,"Location and staff Breakfast, carpet in dirty old stains, for the extra bed on which the child slept, they gave out old, yellow bed linen."
6476,11829,City Avenue Hotel by HMG,"Nice hotel, spacious rooms, good breakfast, good location.","parking is quite small, but I found parking spaces.",9.0,"Nice hotel, spacious rooms, good breakfast, good location. parking is quite small, but I found parking spaces."
6477,11830,City Avenue Hotel by HMG,One stop from central Sofia,,8.0,One stop from central Sofia 
6478,11831,City Avenue Hotel by HMG,"Fantastic location, large spacious room, good breakfast for the price",,7.0,"Fantastic location, large spacious room, good breakfast for the price "
6479,11832,City Avenue Hotel by HMG,"Clean, close to the center, parking lot, breakfast was good and good.",,9.0,"Clean, close to the center, parking lot, breakfast was good and good. "
6480,11833,City Avenue Hotel by HMG,"Nice hotel, ok staff, super ok breakfast. The two booked rooms were quite spacious. They had a nice lobby.","- one of the reserved rooms had a missing shower door, so there was a varnish in the bathroom - very stained and clogged carpet, unventilated rooms (or there is a problem with the AC installation). Instead, on the ground floor / Reception, the carpet looks very clean - the parking lot is quite small, but it wasn't that big of a problem: leave the keys at the Reception if you block someone and they will rearrange / unblock if necessary",8.0,"Nice hotel, ok staff, super ok breakfast. The two booked rooms were quite spacious. They had a nice lobby. - one of the reserved rooms had a missing shower door, so there was a varnish in the bathroom - very stained and clogged carpet, unventilated rooms (or there is a problem with the AC installation). Instead, on the ground floor / Reception, the carpet looks very clean - the parking lot is quite small, but it wasn't that big of a problem: leave the keys at the Reception if you block someone and they will rearrange / unblock if necessary"
6481,11834,City Avenue Hotel by HMG,"Very welcoming staff and available if needed. The parking is small but the staff does their utmost to arrange and organize the vehicles. Located a bit far from the center, although it is largely possible to walk there, but as indicated there is a metro station next door.",,8.0,"Very welcoming staff and available if needed. The parking is small but the staff does their utmost to arrange and organize the vehicles. Located a bit far from the center, although it is largely possible to walk there, but as indicated there is a metro station next door. "
6482,11835,City Avenue Hotel by HMG,"Reception staff good advice and services.The spacious, air-conditioned room and a large choice in the minibar.",The cleanliness of the bathroom was poor -Stark welcome at breakfast. - The fruit juice and the lack of real bread (only rusks and sandwich bread to toast),7.0,"Reception staff good advice and services.The spacious, air-conditioned room and a large choice in the minibar. The cleanliness of the bathroom was poor -Stark welcome at breakfast. - The fruit juice and the lack of real bread (only rusks and sandwich bread to toast)"
6483,11836,City Avenue Hotel by HMG,"EXCELLENT LOCATION, CENTRAL AND WELL CONNECTED BY THE METRO",,8.0,"EXCELLENT LOCATION, CENTRAL AND WELL CONNECTED BY THE METRO "
6484,11837,City Avenue Hotel by HMG,"1 stop from Serdika Metro Station, the hotel is easily accessible on foot. The room is large, comfortable and clean. The hotel has a small car park. The staff is polite and helpful. Tea and coffee making facilities, shower gel, shampoo and body lotion in the bathroom. Appropriate hot and cold selection for breakfast.","The rooms could have undergone a minor renovation, the air conditioning did not work. At breakfast the bread is inedible and the orange juice is inedible.",7.0,"1 stop from Serdika Metro Station, the hotel is easily accessible on foot. The room is large, comfortable and clean. The hotel has a small car park. The staff is polite and helpful. Tea and coffee making facilities, shower gel, shampoo and body lotion in the bathroom. Appropriate hot and cold selection for breakfast. The rooms could have undergone a minor renovation, the air conditioning did not work. At breakfast the bread is inedible and the orange juice is inedible."
6485,11838,City Avenue Hotel by HMG,We had a great stay. The hotel staff was great. They gave us good tips and allowed us to have a good stay and feel at home.  Good breakfast. Near the city center. We would definitely recommend this hotel!,,9.0,We had a great stay. The hotel staff was great. They gave us good tips and allowed us to have a good stay and feel at home.  Good breakfast. Near the city center. We would definitely recommend this hotel! 
6486,11839,City Avenue Hotel by HMG,"The value-for-money breakfast is adequate and the helpful and friendly staff are generous enough and friendly enough to provide you with a water heater in the rooms, close to the beautiful centre and easy access.","The beds we're staying in are a bit old, I think. It's too soft.",9.0,"The value-for-money breakfast is adequate and the helpful and friendly staff are generous enough and friendly enough to provide you with a water heater in the rooms, close to the beautiful centre and easy access. The beds we're staying in are a bit old, I think. It's too soft."
6487,11840,City Avenue Hotel by HMG,Excellent hotel. Spacious and perfect room with a nice terrace as well. Limited parking available. Less than a 15 minute walk to the centre of Sofia.,A bit stiff for the check-in and check-out times,9.0,Excellent hotel. Spacious and perfect room with a nice terrace as well. Limited parking available. Less than a 15 minute walk to the centre of Sofia. A bit stiff for the check-in and check-out times
6488,11841,City Avenue Hotel by HMG,"Parking, decent breakfast, large and comfortable room, the authentic restaurant 100 m away.",,8.0,"Parking, decent breakfast, large and comfortable room, the authentic restaurant 100 m away. "
6489,11842,City Avenue Hotel by HMG,Proper hotel,Far from restaurants and center.,7.0,Proper hotel Far from restaurants and center.
6490,11843,City Avenue Hotel by HMG,Very good breakfast.,,8.0,Very good breakfast. 
6491,11844,City Avenue Hotel by HMG,The good location to the city center,The bed was too low and the parking lot very small,8.0,The good location to the city center The bed was too low and the parking lot very small
