Hotel,Liked,Disliked,Score
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,9.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",7.0
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",9.0
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",9.0
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",8.0
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",7.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",7.1
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",9.0
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",7.1
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",7.9
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,8.3
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",8.8
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",9.2
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",8.3
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",10.0
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",3.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",10.0
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",4.0
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",10.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",10.0
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,10.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",10.0
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",5.0
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",10.0
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",10.0
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",10.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",6.0
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",10.0
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",3.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",10.0
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,10.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",10.0
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",10.0
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",5.0
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",10.0
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",10.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",10.0
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",10.0
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",10.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",5.8
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,10.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",6.7
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",6.7
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",8.3
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",7.5
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",10.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",10.0
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",9.0
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",7.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",7.0
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,7.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",7.0
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",7.0
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",7.0
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",9.0
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",7.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",7.0
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",7.0
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",8.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",7.0
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,8.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",8.0
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",9.0
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",9.0
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",8.0
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",9.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",8.0
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",9.0
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",9.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",8.0
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,9.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",9.0
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",8.3
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",9.0
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",9.6
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",9.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",8.0
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",9.6
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",9.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",7.5
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,9.6
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",7.5
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",7.9
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",8.8
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",7.5
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",9.6
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",7.1
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",8.8
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",10.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",6.0
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,6.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",10.0
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",5.0
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",10.0
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",10.0
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",10.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",6.7
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",5.0
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",10.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",10.0
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,10.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",10.0
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",10.0
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",5.0
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",6.0
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",10.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",10.0
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",10.0
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",10.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",10.0
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,10.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",10.0
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",6.0
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",10.0
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",10.0
Park Hotel Sankt Peterburg,,".“Размерът на стаята, големината на леглото, голямата и просторна баня.”“Room size, bed size, large and spacious bathroom.”.",10.0
Park Hotel Sankt Peterburg,,".“Rien à dire pour la chambre.Parfait..Par contre le petit déjeuner très mal servis et le restaurant est dans un coin isolé.”“Nothing to say for the room.Perfect..On the other hand, the breakfast is very poorly served and the restaurant is in an isolated corner.”.",10.0
Park Hotel Sankt Peterburg,,".“Sehr schönes großes Zimmer mit toller Aussicht..Personal sehr freundlich und hilfsbereit..Sehr gern komme ich wieder in dieses Hotel.”“Very nice big room with great views..Staff very friendly and helpful..I would love to come back to this hotel.”.",10.0
Park Hotel Sankt Peterburg,,".“Всичко беше фантастично - локацията, възможност за удобен платен паркинг, персоналът беше любезен и бързо се осъществи настаняването. Стаята беше просторна и много стилна.”“Everything was fantastic - the location, convenient paid parking, the staff were friendly and check-in was quick. The room was spacious and very stylish.”.",4.0
Park Hotel Sankt Peterburg,,".“Тихо, спокойно, широко, чисто, чудесно! Басейнът беше неочакван бонус за мен :)”“Quiet, quiet, wide, clean, great! The pool was an unexpected bonus for me.""”.",1.0
Park Hotel Sankt Peterburg,,.“The room i stayed was clean. And the was comfortable. And the hotel was almost close to the City center.”.,10.0
Park Hotel Sankt Peterburg,,".“Swimming pool, location, parking, price /performance”.",10.0
Park Hotel Sankt Peterburg,,".“Big room, staf was very friendly and helpful, disco next to the hotel is very good”.",10.0
Park Hotel Sankt Peterburg,,".“Прекрасен персонал, обслужване, стаята, всичко беше перфектно! Благодаря!”“Great staff, service, room, everything was perfect! - Thank you. - Thank you.”.",1.0
Park Hotel Sankt Peterburg,,".“Хотелът е разположен на много удобно и комуникативно място. Закуската беше отлична, а матракът - удобен. Хигиената е много високо ниво. Гледката към тепетата и града от единадесетия етаж беше едно неочаквано добор начало за деня за мен!”“The hotel is very convenient and convenient. Breakfast was excellent, and the mattress was comfortable. Hygiene is very high. The view of the tents and the city from the 11th floor was an unexpectedly good start to my day!”.",4.6
Hotel Puldin COOP,"The check-in process was fast and efficient - it is worth mentioning the welcoming attitude of the front desk - very good job! The room was clean, bright and with comfortable beds. It features a digital TV as well with most of the popular Bulgarian channels. The location is superb and I find it almost equally distant from the city centre and the main bus and train stations. By walk, it will take you around 15 minutes to reach both places. The price was absolutely spot on and it is a great value for your money - even though I stayed during the pandemic times, where the prices were low in general, but if they manage to keep it as it is, I would have no doubts, but to recommend this place. I had a really pleasant and seamless stay. The only thing, I am sorry about, is that I didn't tried their restaurant, I am curious to see if they match the overall quality service with their food offerings - maybe next time :).",,10.0
Hotel Puldin COOP,"It is very clean, the location is perfect. The service was excellent..",Room seemed a little empty and very simple..,9.0
Hotel Puldin COOP,"The location, cleanness.","The room was too close to the elevator, so there was noise most of the time.",9.0
Hotel Puldin COOP,,.Disliked  · Clean and comfortable and proximity to the city.,9.0
Hotel Puldin COOP,Perfect location and still quiet place I like it very much. Stuff was nice !.,Small room and a tiny bed.,8.0
Hotel Puldin COOP,The room was very nice and breakfast was tasty.,"The system of breakfast is changing every day. One day it is an open buffet, the other one is based on the menu with three options. It would be better to stick with one system. The bathroom is a general problem in Bulgaria. The shower has just a curtain, which doesn't close the shower space, but only separates the bathroom into two halves, with the toilet being at the same half as the shower. Toilet and the floor in the whole bathroom are totally wet after taking shower. I would recommend investing in the bathroom..",8.0
Hotel Puldin COOP,Good value for money.,,8.0
Hotel Puldin COOP,"Ideal location equidistant from the old city center and the bus station.  Good air conditioning, very calm environment.  A typical hotel for the price that would be welcome anywhere in Europe..","There was no toothbrush holder in the bathroom.  A couple of glasses in the room would also be useful - little things, but important.  Closing the front door is not so easy, you need to try..",9.0
Hotel Puldin COOP,new hotel good quilty in center.,there should be hotel slippers.,9.0
Hotel Puldin COOP,"Great hotel with underground parking, very close to the center, clean, and the reception staff is friendly and responsive. The rooms are not large, but are suitable for short stays..","Breakfast is awful - everything is greasy and bad tasting, served by an unpleasant man who brought my daughter opened pack of butter. He noticed that we wanted to pour extra coffee and demonstratively covered the coffee machine, even though it was not yet 10 o'clock! If one coffee is included, he could simply let us know so we could pay for the second. This made a very bad impression on me..",10.0
Hotel Puldin COOP,Staff.,Breakfast.,8.0
Hotel Puldin COOP,Yohana at the receptiin was so helpfull and nice.,,9.0
Hotel Puldin COOP,"It is in the city center, beside the municipal plaza, and 15 minutes' walk from south bus station. The staff speak English and very friendly and helpful..",,10.0
Hotel Puldin COOP,"Nice room , very polite staff and very helpfull , the frontdesk and also the one in the restorant.",A Little noisy from the street when you open the window.,9.0
Hotel Puldin COOP,,.Disliked  · Airconditioning doesn’t work.,8.0
Hotel Puldin COOP,"Location, customer service, ease of access.","It's my own personal thing that I cannot sleep on noisy places, even though the sound isolation was good, I still hadn't have a decent quality due to the fact that my window was overlooking the main road..",9.0
