,Unnamed: 0,Unnamed: 0.1,Hotel,Liked,Disliked,Score,Combined comment
4603,6466,9930,Aparthotel Vigo Beach,,"up to the seventh floor without lift, several times a day! It's not gonna be comfortable in this heat! The building is heavily depleted, inside and out! The only place that's good is in the right position. The staff is kind too!",3.0," up to the seventh floor without lift, several times a day! It's not gonna be comfortable in this heat! The building is heavily depleted, inside and out! The only place that's good is in the right position. The staff is kind too!"
4604,6467,9931,Aparthotel Vigo Beach,I wouldn't recommend it.,"I don't recommend it to anyone. The classified studio room was pretty small and dirty. The kitchenette wasn't cleaned and the stove was rusty and the fridge was dirty and yellow from old age. We settle in at lunch, we go into the room, we turn on the air conditioning, and the fuse goes out. I'm going to tell the front desk about the problem and on the other hand I get a lot of bad attitude and yelling how I went to say there's a problem. After we've cleared it up, I was told they're gonna fix it tomorrow because the master's hours were over, and this story goes on around 3 or 4.  Turns out the problem was the boiler, the short circuit. They changed it to ""new"" for this room, but the stove itself wasn't new at all. The elevator was out of order and it didn't look like it was working recently, and there was absolutely no indication that it wasn't working anywhere. We'll go back to bed. There was no mention of twin beds being spring-loaded. I could literally feel my springs going through my ribs. The bathroom was clean, but it was just a walk-in shower that wasn't moving at all. The smell in the cupboard, I don't have to describe it. The only good thing, maybe, was the fact that there was an underground parking lot, but of course you can only park there if you can find a place.",1.0,"I wouldn't recommend it. I don't recommend it to anyone. The classified studio room was pretty small and dirty. The kitchenette wasn't cleaned and the stove was rusty and the fridge was dirty and yellow from old age. We settle in at lunch, we go into the room, we turn on the air conditioning, and the fuse goes out. I'm going to tell the front desk about the problem and on the other hand I get a lot of bad attitude and yelling how I went to say there's a problem. After we've cleared it up, I was told they're gonna fix it tomorrow because the master's hours were over, and this story goes on around 3 or 4.  Turns out the problem was the boiler, the short circuit. They changed it to ""new"" for this room, but the stove itself wasn't new at all. The elevator was out of order and it didn't look like it was working recently, and there was absolutely no indication that it wasn't working anywhere. We'll go back to bed. There was no mention of twin beds being spring-loaded. I could literally feel my springs going through my ribs. The bathroom was clean, but it was just a walk-in shower that wasn't moving at all. The smell in the cupboard, I don't have to describe it. The only good thing, maybe, was the fact that there was an underground parking lot, but of course you can only park there if you can find a place."
4605,6468,9932,Aparthotel Vigo Beach,Location as location. Underground parking is the only plus. And the working air conditioning,A rather wretched state of the room. One of the sub-dimensional frames was broken. It's rusting on the dryer. A sheet that doesn't cover the entire mattress and the body touches the mattress where a lot of other people have slept. Unworking elevator (we knew in advance it was not working but not convenient),3.0,Location as location. Underground parking is the only plus. And the working air conditioning A rather wretched state of the room. One of the sub-dimensional frames was broken. It's rusting on the dryer. A sheet that doesn't cover the entire mattress and the body touches the mattress where a lot of other people have slept. Unworking elevator (we knew in advance it was not working but not convenient)
4606,6469,9933,Aparthotel Vigo Beach,Almost nothing.,Almost everything.,3.0,Almost nothing. Almost everything.
4607,6470,9934,Aparthotel Vigo Beach,,"At the reception we were greeted very badly, the receptionist did not know English and was very recalcitrant.",1.0," At the reception we were greeted very badly, the receptionist did not know English and was very recalcitrant."
4608,6475,10023,Perla Apartments First Line,The location is exceptional. Really first line. The apartment I stayed was with a huge terrace with an breath taking sea view..,Bathroom maintenance..,10.0,The location is exceptional. Really first line. The apartment I stayed was with a huge terrace with an breath taking sea view.. Bathroom maintenance..
4609,6476,10024,Perla Apartments First Line,"The position is very good, there is a wonderful view in front of the sea..If you don't want to walk you can use the restaurant downstairs..","The bathroom should be completely renewed, it looks 20 years older than the bedroom. The towels were not so cleaned and we had to replace them..Considering the price and the reviews, our expectations were higher..I think that with a renovation everything will be fine because there is a good potential..",8.0,"The position is very good, there is a wonderful view in front of the sea..If you don't want to walk you can use the restaurant downstairs.. The bathroom should be completely renewed, it looks 20 years older than the bedroom. The towels were not so cleaned and we had to replace them..Considering the price and the reviews, our expectations were higher..I think that with a renovation everything will be fine because there is a good potential.."
4610,6478,10026,Perla Apartments First Line,Righteous location!,The beds!,10.0,Righteous location! The beds!
4611,6479,10027,Perla Apartments First Line,"Absolutely everything: very friendly treatment, cleanliness, food and the stunning sea views!",We liked everything.,10.0,"Absolutely everything: very friendly treatment, cleanliness, food and the stunning sea views! We liked everything."
4612,6480,10028,Perla Apartments First Line,Very nice view from the terrace. Very nice beach pool with comfortable sun loungers.,,10.0,Very nice view from the terrace. Very nice beach pool with comfortable sun loungers. 
4613,6496,10052,"Megi Apartments, Nesebar sity",,.“Страхотен домакин. Уютно и чисто..Имаше къде да се паркира.”“Great host. Cozy and clean.,,
4614,6497,.There was a parking spot.”.,9.0, .“Страхотен домакин. Уютно и чисто..Имаше къде да се паркира.”“Great host. Cozy and clean.,,,
4615,6498,.There was a parking spot.”.,,,,,
4616,6508,10062,"Megi Apartments, Nesebar sity",,.“Страхотен домакин. Уютно и чисто..Имаше къде да се паркира.”“Great host. Cozy and clean.,,
4617,6509,.There was a parking spot.”.,10.0, .“Страхотен домакин. Уютно и чисто..Имаше къде да се паркира.”“Great host. Cozy and clean.,,,
4618,6510,.There was a parking spot.”.,,,,,
4619,6520,10072,"Megi Apartments, Nesebar sity",,.“Страхотен домакин. Уютно и чисто..Имаше къде да се паркира.”“Great host. Cozy and clean.,,
4620,6521,.There was a parking spot.”.,7.0, .“Страхотен домакин. Уютно и чисто..Имаше къде да се паркира.”“Great host. Cozy and clean.,,,
4621,6522,.There was a parking spot.”.,,,,,
4622,6524,10074,Апартамент за гости Соня Guest Apartment Sonya,"The apartment is much beautiful in reality than the pictures! Warm and bright! .The location is perfect: very close to the South beach (5 minutes walk), very close to a supermarket Janet (5 minutes walk), close to Old Nesebar (15-20 minutes walk, perfect evening walk). .The apartment was exceptionally clean and cosy. Both rooms have air con working perfectly and inside you can find all you need: coffee machine, microwave, fridge, cutlery, everything you need. .The owner, Marieta, was extraordinary before we even arrive. So helpful in meeting us before arrival, punctual to minute for handing over the keys. Exceptional communication with her! .Thank you so much for everything!.Definitely we will stay here again when we will be back in Nesebar!.",,10.0,"The apartment is much beautiful in reality than the pictures! Warm and bright! .The location is perfect: very close to the South beach (5 minutes walk), very close to a supermarket Janet (5 minutes walk), close to Old Nesebar (15-20 minutes walk, perfect evening walk). .The apartment was exceptionally clean and cosy. Both rooms have air con working perfectly and inside you can find all you need: coffee machine, microwave, fridge, cutlery, everything you need. .The owner, Marieta, was extraordinary before we even arrive. So helpful in meeting us before arrival, punctual to minute for handing over the keys. Exceptional communication with her! .Thank you so much for everything!.Definitely we will stay here again when we will be back in Nesebar!. "
4623,6525,10075,Апартамент за гости Соня Guest Apartment Sonya,"The host Marieta met us at the bus station upon arrival. She was very welcoming and responsive to all of our requests. The apartment was very clean, comfortable and equipped with everything we needed for a great vacation. We loved our stay there!.",,10.0,"The host Marieta met us at the bus station upon arrival. She was very welcoming and responsive to all of our requests. The apartment was very clean, comfortable and equipped with everything we needed for a great vacation. We loved our stay there!. "
4624,6526,10076,Апартамент за гости Соня Guest Apartment Sonya,"5 minutes from sea, very clean and cozy apartment, very friendly host. We were very happy to stay in the place..",,10.0,"5 minutes from sea, very clean and cozy apartment, very friendly host. We were very happy to stay in the place.. "
4625,6735,10290,Sol Nessebar Mare Resort & Aquapark - All inclusive,"our second year in sol nessebar. the staff is amazing, friendly and hard working..",,10.0,"our second year in sol nessebar. the staff is amazing, friendly and hard working.. "
4626,6737,10292,Sol Nessebar Mare Resort & Aquapark - All inclusive,"The beach, food, location.",The rooms.,8.0,"The beach, food, location. The rooms."
4627,6738,10293,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Great pools for kids, great acrivities in the evening for kids, clean room, friendly staff.",More diversified food.,9.0,"Great pools for kids, great acrivities in the evening for kids, clean room, friendly staff. More diversified food."
4628,6739,10294,Sol Nessebar Mare Resort & Aquapark - All inclusive,The stuff was friendly and the pools amazing.,Some improvements could be done like the roof that was leeking in our balcony.,9.0,The stuff was friendly and the pools amazing. Some improvements could be done like the roof that was leeking in our balcony.
4629,6740,10295,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Clean, organized, child-friendly, many pools and extra-activities for kids, close to the beach..",The food could be more diversified..,10.0,"Clean, organized, child-friendly, many pools and extra-activities for kids, close to the beach.. The food could be more diversified.."
4630,6741,10296,Sol Nessebar Mare Resort & Aquapark - All inclusive,"It's a nice location, clean, with everything you need. Food was good and well balanced. Drinks included in the package were ok and there are a lot of activities available, especiallly for kids..","Parking spaces were by far not enough. Staff it's indeed friendly but it's strange because nobody speaks proper english so it's hard to understand them and you are not sure if they understood your problems. No social distance due to Covid situation and besides some signs nobody seems to care. This applies to the rules of the complex as well. An example - towels ""reserving"" sunbeds. It is a sign saying it's forbidden and still nobody does anything about it....",8.0,"It's a nice location, clean, with everything you need. Food was good and well balanced. Drinks included in the package were ok and there are a lot of activities available, especiallly for kids.. Parking spaces were by far not enough. Staff it's indeed friendly but it's strange because nobody speaks proper english so it's hard to understand them and you are not sure if they understood your problems. No social distance due to Covid situation and besides some signs nobody seems to care. This applies to the rules of the complex as well. An example - towels ""reserving"" sunbeds. It is a sign saying it's forbidden and still nobody does anything about it...."
4631,6742,10297,Sol Nessebar Mare Resort & Aquapark - All inclusive,"All perfect, no  complaint, very hard workin people.","All fine,.exellent place.and quiet, staff very hard working..Bullgarian people very hard working and friendly.Will go back again next year..Absolutely..",9.0,"All perfect, no  complaint, very hard workin people. All fine,.exellent place.and quiet, staff very hard working..Bullgarian people very hard working and friendly.Will go back again next year..Absolutely.."
4632,6743,10298,Sol Nessebar Mare Resort & Aquapark - All inclusive,Diversity. A lot of things to do during the day..,"Not working air condotioning. Bad smell in the room, like there was a smoking room for 10 years. Needs a refresh. .Really bad stairs at the slides. .The pool caretaker and lifeguards was not intrested in working..",8.0,"Diversity. A lot of things to do during the day.. Not working air condotioning. Bad smell in the room, like there was a smoking room for 10 years. Needs a refresh. .Really bad stairs at the slides. .The pool caretaker and lifeguards was not intrested in working.."
4633,6744,10299,Sol Nessebar Mare Resort & Aquapark - All inclusive,Everything else was wonderful!.,Kids activities were quite poor comparing to the activities 8 years ago..,9.0,Everything else was wonderful!. Kids activities were quite poor comparing to the activities 8 years ago..
4634,6745,10300,Sol Nessebar Mare Resort & Aquapark - All inclusive,The staff..,The same old problem with the parking! Like in Golden Sands..,8.0,The staff.. The same old problem with the parking! Like in Golden Sands..
4635,6746,10301,Sol Nessebar Mare Resort & Aquapark - All inclusive,"The quality and variety of the food ( buffet) was absolutely great. The pools were clean and the staff is amazing, very accommodating,  friendly and speak various languages. The rooms are cleaned daily. The whole resort is very child friendly. We loved the evening kids disco and then entertainment programme..","The parking was not available for pre- booking and when we got there , there was no free parking space. It is a part of a hotel but we needed to pay per day although is ""all inclusive "". Most of the additional attractions for kids such as bouncy castle, boats, rocky toys, popcorns are available if you pay additionally. .The rule of the hotel was not to reserve sun chairs before 8am but at around 6.30- 7.00am, 60% of them were already taken which was annoying..Our apartment was very spacious and clean but the bathrooms were tired and old-fashioned..",9.0,"The quality and variety of the food ( buffet) was absolutely great. The pools were clean and the staff is amazing, very accommodating,  friendly and speak various languages. The rooms are cleaned daily. The whole resort is very child friendly. We loved the evening kids disco and then entertainment programme.. The parking was not available for pre- booking and when we got there , there was no free parking space. It is a part of a hotel but we needed to pay per day although is ""all inclusive "". Most of the additional attractions for kids such as bouncy castle, boats, rocky toys, popcorns are available if you pay additionally. .The rule of the hotel was not to reserve sun chairs before 8am but at around 6.30- 7.00am, 60% of them were already taken which was annoying..Our apartment was very spacious and clean but the bathrooms were tired and old-fashioned.."
4636,6747,10302,Sol Nessebar Mare Resort & Aquapark - All inclusive,The beach amenities were excelent.,There's nothing really bad about it. Maybe the parking could be improved..,10.0,The beach amenities were excelent. There's nothing really bad about it. Maybe the parking could be improved..
4637,6748,10303,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Defenetely a place for families with kids. Enough activities options, various food and a loooooot of cakes. I liked the ideea with different international food spots placed within the resort. The place is clean and the staff is friendly.","Quite repetivite the nights shows for kids, but they have all enjoyed it anyway..",9.0,"Defenetely a place for families with kids. Enough activities options, various food and a loooooot of cakes. I liked the ideea with different international food spots placed within the resort. The place is clean and the staff is friendly. Quite repetivite the nights shows for kids, but they have all enjoyed it anyway.."
4638,6749,10304,Sol Nessebar Mare Resort & Aquapark - All inclusive,Hotel location and facilities..,"Overbooking in the parking lot.  It is not normal, after I paid the parking for the whole period, then from the first evening I have no place. I was forced to park in a place, as I was told, and then the next day I was bothered to move the car, proposing a free place on the street..  Aqua park operating schedule ( For example, a certain slide only works for 90 minutes ).",9.0,"Hotel location and facilities.. Overbooking in the parking lot.  It is not normal, after I paid the parking for the whole period, then from the first evening I have no place. I was forced to park in a place, as I was told, and then the next day I was bothered to move the car, proposing a free place on the street..  Aqua park operating schedule ( For example, a certain slide only works for 90 minutes )."
4639,6750,10305,Sol Nessebar Mare Resort & Aquapark - All inclusive,Great time spent in the resort. You feel always busy there a lot of things to do or consume..,Even at all inclusive base there was still a paid goods on site. Would be perfect value if the price was like 20-30% less expensive..,8.0,Great time spent in the resort. You feel always busy there a lot of things to do or consume.. Even at all inclusive base there was still a paid goods on site. Would be perfect value if the price was like 20-30% less expensive..
4640,6751,10306,Sol Nessebar Mare Resort & Aquapark - All inclusive,The resort is great..,The food quality could be improved..,9.0,The resort is great.. The food quality could be improved..
4641,6752,10307,Sol Nessebar Mare Resort & Aquapark - All inclusive,We stayed at Sol Nessebar Palace.,-.,10.0,We stayed at Sol Nessebar Palace. -.
4642,6753,10308,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Animation programs, cocktails, Aqua park, staff..",Cold weather in the Aqua Park.,9.0,"Animation programs, cocktails, Aqua park, staff.. Cold weather in the Aqua Park."
4643,6756,10311,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Facilities, nature, the resort area, the covid measures that were taken.",Wish there were more fish dishes.,10.0,"Facilities, nature, the resort area, the covid measures that were taken. Wish there were more fish dishes."
4644,6757,10312,Sol Nessebar Mare Resort & Aquapark - All inclusive,The structure of this resort it's amazing. Me and my family felt very surrounded during our stay..,"I missed some local food in the restaurants. Also, I noticed some waste of food due way of serving from waitress. The perception its they are not prepared to serve the plates..",9.0,"The structure of this resort it's amazing. Me and my family felt very surrounded during our stay.. I missed some local food in the restaurants. Also, I noticed some waste of food due way of serving from waitress. The perception its they are not prepared to serve the plates.."
4645,6758,10313,Sol Nessebar Mare Resort & Aquapark - All inclusive,All the pools are in a big park..,The beach was not clean..,9.0,All the pools are in a big park.. The beach was not clean..
4646,6759,10314,Sol Nessebar Mare Resort & Aquapark - All inclusive,Hotel facilities and location is very good for families with kids..,Tourists didnt wear masks in COVID pandemic times. The food was average..,8.0,Hotel facilities and location is very good for families with kids.. Tourists didnt wear masks in COVID pandemic times. The food was average..
4647,6760,10315,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Great resort! Friendly staff, amazing animation, good food and drinks , nice pool and beach . We had lovely time..",,10.0,"Great resort! Friendly staff, amazing animation, good food and drinks , nice pool and beach . We had lovely time.. "
4648,6761,10316,Sol Nessebar Mare Resort & Aquapark - All inclusive,"The staff were great, kids disco was sweet, there was an amazing different thematic show every night. There's plenty of greenery, a small forest near the beach, kid playgrounds..","The kid pool stairs had peeling paint, my child managed to scratch herself badly. .Although there's a sign not to reserve sunbeds, by 8 o'clock in the morning you have an empty pool with all the sunbeds taken. .I had a long black hair in my eggs. .Shower faucet was barely attached to the wall. .Bed had some sticky prickly pins underneath one could hurt themselves on. .YOU DO NOT GET a free sunbed on the very beach. There's a misleading photo here of some sunbeds on the beach but they have nothing to do with the hotel and they are paid. The hotel's beach sunbeds and umbrellas are on a platform near the forest, not exactly by the waves. This was an issue for me, because my kid was let down. . There are some large stones in the water, it's dangerous, painful and slippery to go into the sea carrying a small child. If you pass the stones unharmed the water is nice, shallow and has soft and fluffy sand. .And lastly, getting food was annoying as hell, large queues for every single thing, but that's just the situation we're in..",8.0,"The staff were great, kids disco was sweet, there was an amazing different thematic show every night. There's plenty of greenery, a small forest near the beach, kid playgrounds.. The kid pool stairs had peeling paint, my child managed to scratch herself badly. .Although there's a sign not to reserve sunbeds, by 8 o'clock in the morning you have an empty pool with all the sunbeds taken. .I had a long black hair in my eggs. .Shower faucet was barely attached to the wall. .Bed had some sticky prickly pins underneath one could hurt themselves on. .YOU DO NOT GET a free sunbed on the very beach. There's a misleading photo here of some sunbeds on the beach but they have nothing to do with the hotel and they are paid. The hotel's beach sunbeds and umbrellas are on a platform near the forest, not exactly by the waves. This was an issue for me, because my kid was let down. . There are some large stones in the water, it's dangerous, painful and slippery to go into the sea carrying a small child. If you pass the stones unharmed the water is nice, shallow and has soft and fluffy sand. .And lastly, getting food was annoying as hell, large queues for every single thing, but that's just the situation we're in.."
4649,6762,10317,Sol Nessebar Mare Resort & Aquapark - All inclusive,- excellent meal choices.- a lot of entertainment options.- attention to details.,"- no seaside hotel beach.- only 2 true coffee machines, all the rest were Nescafe instant coffee.",9.0,"- excellent meal choices.- a lot of entertainment options.- attention to details. - no seaside hotel beach.- only 2 true coffee machines, all the rest were Nescafe instant coffee."
4650,6763,10318,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Nice all inclusive, a lot of activity for kids and family .Food is more quantity then quality , should improve the quality of meat, pizza and some more vegetarian options. .The water in the pools is freezing cold!.",,8.0,"Nice all inclusive, a lot of activity for kids and family .Food is more quantity then quality , should improve the quality of meat, pizza and some more vegetarian options. .The water in the pools is freezing cold!. "
4651,6764,10319,Sol Nessebar Mare Resort & Aquapark - All inclusive,Everything.,Didnt had any dislikes.,10.0,Everything. Didnt had any dislikes.
4652,6765,10320,Sol Nessebar Mare Resort & Aquapark - All inclusive,"I liked slides, foods,  location and shows (magician and Save the plannet)..",,9.0,"I liked slides, foods,  location and shows (magician and Save the plannet).. "
4653,6766,10321,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Good food, even if some of the last year dishes have not been regained in the actual offer..Aqua park, swimming pools (suitable for almost everyone from kid to adult)..","Check-in done at 2.45 PM, room has not been ready when due time..",7.0,"Good food, even if some of the last year dishes have not been regained in the actual offer..Aqua park, swimming pools (suitable for almost everyone from kid to adult).. Check-in done at 2.45 PM, room has not been ready when due time.."
4654,6767,10322,Sol Nessebar Mare Resort & Aquapark - All inclusive,Good family resort. Safe and no waiting for sunbeds.,N/a.,9.0,Good family resort. Safe and no waiting for sunbeds. N/a.
4655,6768,10323,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Its a great place for families with kids, waterpark is nice, entertainment and animation team was great..",Food could be better..,9.0,"Its a great place for families with kids, waterpark is nice, entertainment and animation team was great.. Food could be better.."
4656,6769,10324,Sol Nessebar Mare Resort & Aquapark - All inclusive,For BG expected standards was much MUCH higher..,,9.0,For BG expected standards was much MUCH higher.. 
4657,6770,10325,Sol Nessebar Mare Resort & Aquapark - All inclusive,Excellent animation team! Best regards from Matei for Miro and teenage team!!!! Excellen night performances!!!.,Demoded rooms..,8.0,Excellent animation team! Best regards from Matei for Miro and teenage team!!!! Excellen night performances!!!. Demoded rooms..
4658,6771,10326,Sol Nessebar Mare Resort & Aquapark - All inclusive,"The entire resort, the tubes!.",The fact that they didn't anounce you to not stay at the cue if they knew that the tubes will close (it is frustrating to wait and to close the tube in front of you). They should anounce people not to stay and to decide who is the last one..The double bed which was made from 2 single beds ... it was annoying and not confortable..,9.0,"The entire resort, the tubes!. The fact that they didn't anounce you to not stay at the cue if they knew that the tubes will close (it is frustrating to wait and to close the tube in front of you). They should anounce people not to stay and to decide who is the last one..The double bed which was made from 2 single beds ... it was annoying and not confortable.."
4659,6772,10327,Sol Nessebar Mare Resort & Aquapark - All inclusive,Everything.,Nothing.,10.0,Everything. Nothing.
4660,6773,10328,Sol Nessebar Mare Resort & Aquapark - All inclusive,"For the kids it was a lot of fun with the waterslides, the entertainment team was great.","A lot of food, but tasteless..The pools water was very cold..The installations maintenance team needs to do more..",6.0,"For the kids it was a lot of fun with the waterslides, the entertainment team was great. A lot of food, but tasteless..The pools water was very cold..The installations maintenance team needs to do more.."
4661,6774,10329,Sol Nessebar Mare Resort & Aquapark - All inclusive,"I like the staff they was very good organizat, they have a good and fresh food, so for this point of view was okay..","The temperature of water in the pool was 7 degrees Celsius, so low value for August month, you can't stay like 5 minutes because you are frozen after... Also, if you want to go to interior pool you need to pay extra like 60 lev. So, it was not write to pay if you don't have options to stay outside in the pool. Also for the sauna you needed to pay more extra..The facilities was to expensive, perhaps if you manage in other way then everybody will be happy to have a vacation there..",4.0,"I like the staff they was very good organizat, they have a good and fresh food, so for this point of view was okay.. The temperature of water in the pool was 7 degrees Celsius, so low value for August month, you can't stay like 5 minutes because you are frozen after... Also, if you want to go to interior pool you need to pay extra like 60 lev. So, it was not write to pay if you don't have options to stay outside in the pool. Also for the sauna you needed to pay more extra..The facilities was to expensive, perhaps if you manage in other way then everybody will be happy to have a vacation there.."
4662,6775,10330,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Food, sun deck, park, waterslides.","Customer problem solving, parking, water.",7.0,"Food, sun deck, park, waterslides. Customer problem solving, parking, water."
4663,6777,10332,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Very good for kids, water slides were the main attraction..","Quite limited and unvaried vegetarian options. Pretty average food quality. Except for the beer (which was average draft beer), beverages were horrendous. Even if it was made in fresh ground, coffee machines, the coffee was undrinkable..",7.0,"Very good for kids, water slides were the main attraction.. Quite limited and unvaried vegetarian options. Pretty average food quality. Except for the beer (which was average draft beer), beverages were horrendous. Even if it was made in fresh ground, coffee machines, the coffee was undrinkable.."
4664,6781,10336,Sol Nessebar Mare Resort & Aquapark - All inclusive,Beach of hotel was small but nice. Waterslides look bigger on pictures but were fun..Gardens of hotel are spacious..,"Personnel was really really rude. Especially grumpy were staff in the hotel restaurant - we were on all inclusive but didn't eat at the hotel. The experience was like at a funeral and people serving you looked like bad tempered ex-cons..Food is almost the same all days, of the poorest quality, but if you are a low-income German or other EU family and are happy to eat unlimited amounts of potato fries, sauges (no meat inside be sure) and light beer - could be a good experience for you..We had additionally a personalized bad experience - given that our room was located on the last floor near to a service entry, which was leading to the air conditioning system of the Hotel. So loud at night - that had to move to request another room at 4am after a sleepless night. Needless to say no reimbursment of the bad experience was offered...although we were offered cheap ""champagne"" as compensation. Sad sad place....p.s. Standart of stars of hotels in Bulgaria are quite different than the ones in Greece and Turkey. A 3-4 star for the hotel structure is more realistic..",3.0,"Beach of hotel was small but nice. Waterslides look bigger on pictures but were fun..Gardens of hotel are spacious.. Personnel was really really rude. Especially grumpy were staff in the hotel restaurant - we were on all inclusive but didn't eat at the hotel. The experience was like at a funeral and people serving you looked like bad tempered ex-cons..Food is almost the same all days, of the poorest quality, but if you are a low-income German or other EU family and are happy to eat unlimited amounts of potato fries, sauges (no meat inside be sure) and light beer - could be a good experience for you..We had additionally a personalized bad experience - given that our room was located on the last floor near to a service entry, which was leading to the air conditioning system of the Hotel. So loud at night - that had to move to request another room at 4am after a sleepless night. Needless to say no reimbursment of the bad experience was offered...although we were offered cheap ""champagne"" as compensation. Sad sad place....p.s. Standart of stars of hotels in Bulgaria are quite different than the ones in Greece and Turkey. A 3-4 star for the hotel structure is more realistic.."
4665,6782,10337,Sol Nessebar Mare Resort & Aquapark - All inclusive,Excellent location and hotel facilities..,"Unfortunately nobody was respecting COVID-19 rules and recommendations. Hotel employees didn't do anything to enforce those rules. Also social distancing was not existing as well. No masks for travelers, only employees of the hotel were using masks..",7.0,"Excellent location and hotel facilities.. Unfortunately nobody was respecting COVID-19 rules and recommendations. Hotel employees didn't do anything to enforce those rules. Also social distancing was not existing as well. No masks for travelers, only employees of the hotel were using masks.."
4666,6783,10338,Sol Nessebar Mare Resort & Aquapark - All inclusive,The aqua park is a very good fun place for kids.,"The room is in very poor condition with mould on walls, both in the room and bathroom, the bath tub was cracked, shower cabin full with mould, the tap on the shower room was woobling, water running from the bathroom into the hallway carpet. Also because of the water from the bathroom the door frame was damaged. Those are the condition in this 5 star hotel. In my opinion the hotel is less than 3 star. We have choose this hotel because is near the beach. The only plus of this hotel is the aqua park which is very good for kids. .The food is horrible! The drinks on the pool bar were misserable, no fresh juices, only juices made from syrup with tones of suggar!.Personell is not friendly!.",3.0,"The aqua park is a very good fun place for kids. The room is in very poor condition with mould on walls, both in the room and bathroom, the bath tub was cracked, shower cabin full with mould, the tap on the shower room was woobling, water running from the bathroom into the hallway carpet. Also because of the water from the bathroom the door frame was damaged. Those are the condition in this 5 star hotel. In my opinion the hotel is less than 3 star. We have choose this hotel because is near the beach. The only plus of this hotel is the aqua park which is very good for kids. .The food is horrible! The drinks on the pool bar were misserable, no fresh juices, only juices made from syrup with tones of suggar!.Personell is not friendly!."
4667,6784,10339,Sol Nessebar Mare Resort & Aquapark - All inclusive,-good slides.-the night shows.-the food was ok.,-the bathroom wasn't clean.-the towels weren't change after 2days.-there were a lot of wasps .-the pools were very cold.,4.0,-good slides.-the night shows.-the food was ok. -the bathroom wasn't clean.-the towels weren't change after 2days.-there were a lot of wasps .-the pools were very cold.
4668,6785,10340,Sol Nessebar Mare Resort & Aquapark - All inclusive,"The location was good, large swimming pool, private beach. Altough it was stated that for allinclusive beach is free, you have to pay 4 leva/person for beachfront sunbeds. Only the upper side of the beach was free, but you have to wake up very early to reserve sunbeds..","The food was really bad, repeating every day the same meals. The kitchen staff was very rude. Due to COVID19, tourists are not allowed to self service, you have to ask for the food to the staff, and their interaction with tourists was very dissapointing. I would not choose again this resort..",4.0,"The location was good, large swimming pool, private beach. Altough it was stated that for allinclusive beach is free, you have to pay 4 leva/person for beachfront sunbeds. Only the upper side of the beach was free, but you have to wake up very early to reserve sunbeds.. The food was really bad, repeating every day the same meals. The kitchen staff was very rude. Due to COVID19, tourists are not allowed to self service, you have to ask for the food to the staff, and their interaction with tourists was very dissapointing. I would not choose again this resort.."
4669,6787,10342,Sol Nessebar Mare Resort & Aquapark - All inclusive,"Location, beach with pine trees, pool area..","Not at all any care from the staff regarding COVID pandemic situation and social distance international recommendations. No one from the staff wore a mask and as a result, except for 2-3 guests, no guest wore any mask also. Very crowded at dining spaces, really scary when somebody coughed 10 inches from your face. Food not at all varied or sophisticated. Cheap mattresses and bedding, cheap furniture, no care for the design. No shampoo, soap, shower gel, lotion. Just some dispenser with some liquid universal soap in bath. No slippers, bathrobe, shaving kit even upon request, no room service, staff understands English with difficulty..",5.0,"Location, beach with pine trees, pool area.. Not at all any care from the staff regarding COVID pandemic situation and social distance international recommendations. No one from the staff wore a mask and as a result, except for 2-3 guests, no guest wore any mask also. Very crowded at dining spaces, really scary when somebody coughed 10 inches from your face. Food not at all varied or sophisticated. Cheap mattresses and bedding, cheap furniture, no care for the design. No shampoo, soap, shower gel, lotion. Just some dispenser with some liquid universal soap in bath. No slippers, bathrobe, shaving kit even upon request, no room service, staff understands English with difficulty.."
4670,6788,10343,Sol Nessebar Mare Resort & Aquapark - All inclusive,Hotel facilities..,"There were insects like cockroach all the room. My son was afraid to sleep. The food was limited and basic, not suitable for 5 star hotel. A lot of people waiting for drinks, foods. Not good impression of the staff. The animation was good only in the evening. Disappointed from almost everything compared to the previous year..",7.0,"Hotel facilities.. There were insects like cockroach all the room. My son was afraid to sleep. The food was limited and basic, not suitable for 5 star hotel. A lot of people waiting for drinks, foods. Not good impression of the staff. The animation was good only in the evening. Disappointed from almost everything compared to the previous year.."
