,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
3003,4465,Guest House Bedrock,,".“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”.",3.0," .“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”."
3004,4466,Guest House Bedrock,,".“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”.",6.0," .“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”."
3005,4467,Guest House Bedrock,,.“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.,8.0, .“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.
3006,4468,Guest House Bedrock,,.“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.,8.0, .“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.
3007,4469,Guest House Bedrock,,".“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”.",8.0," .“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”."
3008,4470,Guest House Bedrock,,.“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.,8.0, .“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.
3009,4471,Guest House Bedrock,,".“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”.",8.0," .“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”."
3010,4472,Guest House Bedrock,,".“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”.",9.0," .“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”."
3011,4473,Guest House Bedrock,,.“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.,7.0, .“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.
3012,4474,Guest House Bedrock,,".“Хорошие матрасы и безупречное постельное белье. Очень гостеприимный хозяин. Прекрасный вид с балкона - одновременно - и на болгарскую деревню и на скалы, которые и являются основной причиной приезда сюда туристов. Про деревню - не оговорился - это окраина города, но столь маленького - что центр в конце той же улицы. Местоположение отличное. Рядом пара весьма не плохих ресторанов с национальной кухней и шикарным видом. До крепости - 10-15 живописных минут. При гостинице есть общая кухня, где можно приготовить еду - не могу оценить, не пользовался.”“Good mattresses and impeccable linens. Very hospitable host. A wonderful view from the balcony - at the same time - and the Bulgarian village and the rocks, which are the main reason for the arrival of tourists here. About the village - I did not make a reservation - this is the outskirts of the city, but so small - that the center is at the end of the same street. The location is excellent. Nearby are a couple of very good restaurants with national cuisine and a gorgeous view. To the fortress - 10-15 picturesque minutes. The hotel has a shared kitchen where you can cook food - I can't rate it, I didn't use it.”.",8.0," .“Хорошие матрасы и безупречное постельное белье. Очень гостеприимный хозяин. Прекрасный вид с балкона - одновременно - и на болгарскую деревню и на скалы, которые и являются основной причиной приезда сюда туристов. Про деревню - не оговорился - это окраина города, но столь маленького - что центр в конце той же улицы. Местоположение отличное. Рядом пара весьма не плохих ресторанов с национальной кухней и шикарным видом. До крепости - 10-15 живописных минут. При гостинице есть общая кухня, где можно приготовить еду - не могу оценить, не пользовался.”“Good mattresses and impeccable linens. Very hospitable host. A wonderful view from the balcony - at the same time - and the Bulgarian village and the rocks, which are the main reason for the arrival of tourists here. About the village - I did not make a reservation - this is the outskirts of the city, but so small - that the center is at the end of the same street. The location is excellent. Nearby are a couple of very good restaurants with national cuisine and a gorgeous view. To the fortress - 10-15 picturesque minutes. The hotel has a shared kitchen where you can cook food - I can't rate it, I didn't use it.”."
3013,4475,Guest House Bedrock,,".“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”.",8.0," .“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”."
3014,4476,Guest House Bedrock,,".“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”.",9.0," .“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”."
3015,4477,Guest House Bedrock,,.“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.,7.0, .“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.
3016,4478,Guest House Bedrock,,.“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.,7.0, .“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.
3017,4479,Guest House Bedrock,,".“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”.",8.0," .“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”."
3018,4480,Guest House Bedrock,,.“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.,9.0, .“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.
3019,4481,Guest House Bedrock,,".“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”.",7.0," .“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”."
3020,4482,Guest House Bedrock,,".“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”.",7.0," .“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”."
3021,4483,Guest House Bedrock,,.“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.,9.0, .“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.
3022,4484,Guest House Bedrock,,".“Хорошие матрасы и безупречное постельное белье. Очень гостеприимный хозяин. Прекрасный вид с балкона - одновременно - и на болгарскую деревню и на скалы, которые и являются основной причиной приезда сюда туристов. Про деревню - не оговорился - это окраина города, но столь маленького - что центр в конце той же улицы. Местоположение отличное. Рядом пара весьма не плохих ресторанов с национальной кухней и шикарным видом. До крепости - 10-15 живописных минут. При гостинице есть общая кухня, где можно приготовить еду - не могу оценить, не пользовался.”“Good mattresses and impeccable linens. Very hospitable host. A wonderful view from the balcony - at the same time - and the Bulgarian village and the rocks, which are the main reason for the arrival of tourists here. About the village - I did not make a reservation - this is the outskirts of the city, but so small - that the center is at the end of the same street. The location is excellent. Nearby are a couple of very good restaurants with national cuisine and a gorgeous view. To the fortress - 10-15 picturesque minutes. The hotel has a shared kitchen where you can cook food - I can't rate it, I didn't use it.”.",8.0," .“Хорошие матрасы и безупречное постельное белье. Очень гостеприимный хозяин. Прекрасный вид с балкона - одновременно - и на болгарскую деревню и на скалы, которые и являются основной причиной приезда сюда туристов. Про деревню - не оговорился - это окраина города, но столь маленького - что центр в конце той же улицы. Местоположение отличное. Рядом пара весьма не плохих ресторанов с национальной кухней и шикарным видом. До крепости - 10-15 живописных минут. При гостинице есть общая кухня, где можно приготовить еду - не могу оценить, не пользовался.”“Good mattresses and impeccable linens. Very hospitable host. A wonderful view from the balcony - at the same time - and the Bulgarian village and the rocks, which are the main reason for the arrival of tourists here. About the village - I did not make a reservation - this is the outskirts of the city, but so small - that the center is at the end of the same street. The location is excellent. Nearby are a couple of very good restaurants with national cuisine and a gorgeous view. To the fortress - 10-15 picturesque minutes. The hotel has a shared kitchen where you can cook food - I can't rate it, I didn't use it.”."
3023,4485,Guest House Bedrock,,".“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”.",9.0," .“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”."
3024,4486,Guest House Bedrock,,".“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”.",9.0," .“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”."
3025,4487,Guest House Bedrock,,.“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.,8.0, .“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.
3026,4488,Guest House Bedrock,,.“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.,9.0, .“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.
3027,4489,Guest House Bedrock,,".“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”.",7.0," .“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”."
3028,4490,Guest House Bedrock,,.“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.,9.0, .“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.
3029,4491,Guest House Bedrock,,".“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”.",7.0," .“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”."
3030,4492,Guest House Bedrock,,".“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”.",8.0," .“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”."
3031,4493,Guest House Bedrock,,.“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.,8.0, .“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.
3032,4494,Guest House Bedrock,,".“Хорошие матрасы и безупречное постельное белье. Очень гостеприимный хозяин. Прекрасный вид с балкона - одновременно - и на болгарскую деревню и на скалы, которые и являются основной причиной приезда сюда туристов. Про деревню - не оговорился - это окраина города, но столь маленького - что центр в конце той же улицы. Местоположение отличное. Рядом пара весьма не плохих ресторанов с национальной кухней и шикарным видом. До крепости - 10-15 живописных минут. При гостинице есть общая кухня, где можно приготовить еду - не могу оценить, не пользовался.”“Good mattresses and impeccable linens. Very hospitable host. A wonderful view from the balcony - at the same time - and the Bulgarian village and the rocks, which are the main reason for the arrival of tourists here. About the village - I did not make a reservation - this is the outskirts of the city, but so small - that the center is at the end of the same street. The location is excellent. Nearby are a couple of very good restaurants with national cuisine and a gorgeous view. To the fortress - 10-15 picturesque minutes. The hotel has a shared kitchen where you can cook food - I can't rate it, I didn't use it.”.",7.0," .“Хорошие матрасы и безупречное постельное белье. Очень гостеприимный хозяин. Прекрасный вид с балкона - одновременно - и на болгарскую деревню и на скалы, которые и являются основной причиной приезда сюда туристов. Про деревню - не оговорился - это окраина города, но столь маленького - что центр в конце той же улицы. Местоположение отличное. Рядом пара весьма не плохих ресторанов с национальной кухней и шикарным видом. До крепости - 10-15 живописных минут. При гостинице есть общая кухня, где можно приготовить еду - не могу оценить, не пользовался.”“Good mattresses and impeccable linens. Very hospitable host. A wonderful view from the balcony - at the same time - and the Bulgarian village and the rocks, which are the main reason for the arrival of tourists here. About the village - I did not make a reservation - this is the outskirts of the city, but so small - that the center is at the end of the same street. The location is excellent. Nearby are a couple of very good restaurants with national cuisine and a gorgeous view. To the fortress - 10-15 picturesque minutes. The hotel has a shared kitchen where you can cook food - I can't rate it, I didn't use it.”."
3033,4495,Guest House Bedrock,,".“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”.",7.0," .“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”."
3034,4496,Guest House Bedrock,,".“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”.",8.0," .“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”."
3035,4497,Guest House Bedrock,,.“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.,5.0, .“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.
3036,4498,Guest House Bedrock,,.“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.,6.0, .“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.
3037,4499,Guest House Bedrock,,".“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”.",10.0," .“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”."
3038,4500,Guest House Bedrock,,.“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.,1.0, .“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.
3039,4501,Guest House Bedrock,,".“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”.",6.0," .“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”."
3040,4502,Guest House Bedrock,,".“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”.",10.0," .“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”."
3041,4503,Guest House Bedrock,,.“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.,10.0, .“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.
3042,4504,Guest House Bedrock,,".“Хорошие матрасы и безупречное постельное белье. Очень гостеприимный хозяин. Прекрасный вид с балкона - одновременно - и на болгарскую деревню и на скалы, которые и являются основной причиной приезда сюда туристов. Про деревню - не оговорился - это окраина города, но столь маленького - что центр в конце той же улицы. Местоположение отличное. Рядом пара весьма не плохих ресторанов с национальной кухней и шикарным видом. До крепости - 10-15 живописных минут. При гостинице есть общая кухня, где можно приготовить еду - не могу оценить, не пользовался.”“Good mattresses and impeccable linens. Very hospitable host. A wonderful view from the balcony - at the same time - and the Bulgarian village and the rocks, which are the main reason for the arrival of tourists here. About the village - I did not make a reservation - this is the outskirts of the city, but so small - that the center is at the end of the same street. The location is excellent. Nearby are a couple of very good restaurants with national cuisine and a gorgeous view. To the fortress - 10-15 picturesque minutes. The hotel has a shared kitchen where you can cook food - I can't rate it, I didn't use it.”.",4.0," .“Хорошие матрасы и безупречное постельное белье. Очень гостеприимный хозяин. Прекрасный вид с балкона - одновременно - и на болгарскую деревню и на скалы, которые и являются основной причиной приезда сюда туристов. Про деревню - не оговорился - это окраина города, но столь маленького - что центр в конце той же улицы. Местоположение отличное. Рядом пара весьма не плохих ресторанов с национальной кухней и шикарным видом. До крепости - 10-15 живописных минут. При гостинице есть общая кухня, где можно приготовить еду - не могу оценить, не пользовался.”“Good mattresses and impeccable linens. Very hospitable host. A wonderful view from the balcony - at the same time - and the Bulgarian village and the rocks, which are the main reason for the arrival of tourists here. About the village - I did not make a reservation - this is the outskirts of the city, but so small - that the center is at the end of the same street. The location is excellent. Nearby are a couple of very good restaurants with national cuisine and a gorgeous view. To the fortress - 10-15 picturesque minutes. The hotel has a shared kitchen where you can cook food - I can't rate it, I didn't use it.”."
3043,4505,Guest House Bedrock,,".“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”.",10.0," .“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”."
3044,4506,Guest House Bedrock,,".“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”.",10.0," .“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”."
3045,4507,Guest House Bedrock,,.“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.,5.0, .“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.
3046,4508,Guest House Bedrock,,.“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.,10.0, .“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.
3047,4509,Guest House Bedrock,,".“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”.",10.0," .“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”."
3048,4510,Guest House Bedrock,,.“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.,10.0, .“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.
3049,4511,Guest House Bedrock,,".“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”.",10.0," .“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”."
3050,4512,Guest House Bedrock,,".“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”.",10.0," .“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”."
3051,4513,Guest House Bedrock,,.“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.,10.0, .“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.
3052,4514,Guest House Bedrock,,".“Хорошие матрасы и безупречное постельное белье. Очень гостеприимный хозяин. Прекрасный вид с балкона - одновременно - и на болгарскую деревню и на скалы, которые и являются основной причиной приезда сюда туристов. Про деревню - не оговорился - это окраина города, но столь маленького - что центр в конце той же улицы. Местоположение отличное. Рядом пара весьма не плохих ресторанов с национальной кухней и шикарным видом. До крепости - 10-15 живописных минут. При гостинице есть общая кухня, где можно приготовить еду - не могу оценить, не пользовался.”“Good mattresses and impeccable linens. Very hospitable host. A wonderful view from the balcony - at the same time - and the Bulgarian village and the rocks, which are the main reason for the arrival of tourists here. About the village - I did not make a reservation - this is the outskirts of the city, but so small - that the center is at the end of the same street. The location is excellent. Nearby are a couple of very good restaurants with national cuisine and a gorgeous view. To the fortress - 10-15 picturesque minutes. The hotel has a shared kitchen where you can cook food - I can't rate it, I didn't use it.”.",10.0," .“Хорошие матрасы и безупречное постельное белье. Очень гостеприимный хозяин. Прекрасный вид с балкона - одновременно - и на болгарскую деревню и на скалы, которые и являются основной причиной приезда сюда туристов. Про деревню - не оговорился - это окраина города, но столь маленького - что центр в конце той же улицы. Местоположение отличное. Рядом пара весьма не плохих ресторанов с национальной кухней и шикарным видом. До крепости - 10-15 живописных минут. При гостинице есть общая кухня, где можно приготовить еду - не могу оценить, не пользовался.”“Good mattresses and impeccable linens. Very hospitable host. A wonderful view from the balcony - at the same time - and the Bulgarian village and the rocks, which are the main reason for the arrival of tourists here. About the village - I did not make a reservation - this is the outskirts of the city, but so small - that the center is at the end of the same street. The location is excellent. Nearby are a couple of very good restaurants with national cuisine and a gorgeous view. To the fortress - 10-15 picturesque minutes. The hotel has a shared kitchen where you can cook food - I can't rate it, I didn't use it.”."
3053,4515,Guest House Bedrock,,".“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”.",10.0," .“Not expecting too much, but it was good for me. Clean, comfortable beds. View is nice, it's quiet. Of course i travelled out of season. But i would stay again here.”."
3054,4516,Guest House Bedrock,,".“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”.",8.0," .“I like kitchen, swimming pool is a perfect bonus! Very clean and comfortable, fabulous design of the rooms, everything smells great.  Pleasant and hospitable host!”."
3055,4517,Guest House Bedrock,,.“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.,10.0, .“Good location within walking distance of several restaurants and very close to one small grocery store.  They have a great kitchen where you can make your own food.  The A/C worked well and the pool was small but nice.  Great communication from the staff.”.
3056,4518,Guest House Bedrock,,.“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.,10.0, .“We booked it for one night but I made the mistake by taking double bedroom which was very small room but it had its own bathroom..A/C was working and strong WiFi signal..Overall we liked but maybe next time we will take bigger room.”.
3057,4519,Guest House Bedrock,,".“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”.",10.0," .“No complaints! Simple but comfortable country guesthouse. I came because I wanted to do some trail running among the Belogradchik Rocks. It’s perfectly located. Belogradchik is a small town, nothing is more than 15-20 minutes walk. There’s a decent restaurant behind the Bedrock and a small village shop with fruit and basics. The shower had plenty hot water!”."
3058,4520,Guest House Bedrock,,.“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.,8.0, .“Very good location! The rooms are clean and bed very comfortable! Highly recommended!”.
3059,4521,Guest House Bedrock,,".“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”.",9.0," .“Perfectly located in Belogradchick at the end of a street. Rooms are simple, but all you need..The kitchen is perfect, everything you need, glasses, pots, pans, kettle. 1 hob and a big oven. We cooked twice there..The swimming pool is small, but very nice, the garden has fresh peaches and plums..The owner is very helpful.”."
3060,4522,Guest House Bedrock,,".“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”.",8.0," .“A room almost  in the city centre, big kitchen and dinning room, swimming pool also available.”."
3061,4523,Guest House Bedrock,,.“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.,8.0, .“Хареса ни местоположението. Всички забележителности са на пешеходно разстояние.”“We liked the location. All sights are within walking distance.”.
