,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
2371,3238,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Everything was excelent. I recommand with confidence.”.,10.0, .“Everything was excelent. I recommand with confidence.”.
2372,3239,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“- super friendly and helpful owner.- free pastries were waiting us in the room.- clean.- great location near one of the most amazing streets in Veliko Tarnovo.- really nice 32"" flat screen TV (Samsung and not the usual cheap brands)”.",8.0," .“- super friendly and helpful owner.- free pastries were waiting us in the room.- clean.- great location near one of the most amazing streets in Veliko Tarnovo.- really nice 32"" flat screen TV (Samsung and not the usual cheap brands)”."
2373,3240,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Room very well located 5 minutes walk from the Main Street. The bedroom was comfortable and big enough for the 4 of us !.Host was very friendly and helpful.”.,8.0, .“Room very well located 5 minutes walk from the Main Street. The bedroom was comfortable and big enough for the 4 of us !.Host was very friendly and helpful.”.
2374,3241,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Расположение в старом городе, навигатор не сразу завел в нужное место. Номер нормальный, все было чисто. С балкона приятный вид на город.”“Location in the old city, the navigator did not immediately lead to the right place. The room was ok, everything was clean. Nice view of the city from the balcony.”.",8.0," .“Расположение в старом городе, навигатор не сразу завел в нужное место. Номер нормальный, все было чисто. С балкона приятный вид на город.”“Location in the old city, the navigator did not immediately lead to the right place. The room was ok, everything was clean. Nice view of the city from the balcony.”."
2375,3242,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Много приятен персонал. Стаите са чисти и удобни. Мястото е перфектно!”“Very nice staff. Rooms are clean and comfortable. This place is perfect!”.,9.0, .“Много приятен персонал. Стаите са чисти и удобни. Мястото е перфектно!”“Very nice staff. Rooms are clean and comfortable. This place is perfect!”.
2376,3243,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Изключително любезен и отзивчив домакин. Много удобна локация за пешеходно разглеждане на града. Стаите са добре обзаведени”“A most gracious and helpful host. Very convenient location for exploring the city on foot. Rooms are well-appointed”.,9.0, .“Изключително любезен и отзивчив домакин. Много удобна локация за пешеходно разглеждане на града. Стаите са добре обзаведени”“A most gracious and helpful host. Very convenient location for exploring the city on foot. Rooms are well-appointed”.
2377,3244,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“The rooms are large and comfy. The mattress was nice. The staff were very friendly and helpful!”.,10.0, .“The rooms are large and comfy. The mattress was nice. The staff were very friendly and helpful!”.
2378,3245,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Clean,central location,nice host,food for families”.",8.0," .“Clean,central location,nice host,food for families”."
2379,3246,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Perfect location,the owner was great,there was plenty of room and everything working perfect .Next time I will try to come back there!”.",9.0," .“Perfect location,the owner was great,there was plenty of room and everything working perfect .Next time I will try to come back there!”."
2380,3247,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Good wi-fi and gorgeous view. It isn't a luxury room, but it's nice and I think it's a good accomodation at this price.”.",9.0," .“Good wi-fi and gorgeous view. It isn't a luxury room, but it's nice and I think it's a good accomodation at this price.”."
2381,3248,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Everything was excelent. I recommand with confidence.”.,9.0, .“Everything was excelent. I recommand with confidence.”.
2382,3249,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“- super friendly and helpful owner.- free pastries were waiting us in the room.- clean.- great location near one of the most amazing streets in Veliko Tarnovo.- really nice 32"" flat screen TV (Samsung and not the usual cheap brands)”.",10.0," .“- super friendly and helpful owner.- free pastries were waiting us in the room.- clean.- great location near one of the most amazing streets in Veliko Tarnovo.- really nice 32"" flat screen TV (Samsung and not the usual cheap brands)”."
2383,3250,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Room very well located 5 minutes walk from the Main Street. The bedroom was comfortable and big enough for the 4 of us !.Host was very friendly and helpful.”.,9.0, .“Room very well located 5 minutes walk from the Main Street. The bedroom was comfortable and big enough for the 4 of us !.Host was very friendly and helpful.”.
2384,3251,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Расположение в старом городе, навигатор не сразу завел в нужное место. Номер нормальный, все было чисто. С балкона приятный вид на город.”“Location in the old city, the navigator did not immediately lead to the right place. The room was ok, everything was clean. Nice view of the city from the balcony.”.",9.0," .“Расположение в старом городе, навигатор не сразу завел в нужное место. Номер нормальный, все было чисто. С балкона приятный вид на город.”“Location in the old city, the navigator did not immediately lead to the right place. The room was ok, everything was clean. Nice view of the city from the balcony.”."
2385,3252,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Много приятен персонал. Стаите са чисти и удобни. Мястото е перфектно!”“Very nice staff. Rooms are clean and comfortable. This place is perfect!”.,10.0, .“Много приятен персонал. Стаите са чисти и удобни. Мястото е перфектно!”“Very nice staff. Rooms are clean and comfortable. This place is perfect!”.
2386,3253,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Изключително любезен и отзивчив домакин. Много удобна локация за пешеходно разглеждане на града. Стаите са добре обзаведени”“A most gracious and helpful host. Very convenient location for exploring the city on foot. Rooms are well-appointed”.,10.0, .“Изключително любезен и отзивчив домакин. Много удобна локация за пешеходно разглеждане на града. Стаите са добре обзаведени”“A most gracious and helpful host. Very convenient location for exploring the city on foot. Rooms are well-appointed”.
2387,3254,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“The rooms are large and comfy. The mattress was nice. The staff were very friendly and helpful!”.,10.0, .“The rooms are large and comfy. The mattress was nice. The staff were very friendly and helpful!”.
2388,3255,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Clean,central location,nice host,food for families”.",9.0," .“Clean,central location,nice host,food for families”."
2389,3256,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Perfect location,the owner was great,there was plenty of room and everything working perfect .Next time I will try to come back there!”.",10.0," .“Perfect location,the owner was great,there was plenty of room and everything working perfect .Next time I will try to come back there!”."
2390,3257,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Good wi-fi and gorgeous view. It isn't a luxury room, but it's nice and I think it's a good accomodation at this price.”.",10.0," .“Good wi-fi and gorgeous view. It isn't a luxury room, but it's nice and I think it's a good accomodation at this price.”."
2391,3258,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Everything was excelent. I recommand with confidence.”.,10.0, .“Everything was excelent. I recommand with confidence.”.
2392,3259,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“- super friendly and helpful owner.- free pastries were waiting us in the room.- clean.- great location near one of the most amazing streets in Veliko Tarnovo.- really nice 32"" flat screen TV (Samsung and not the usual cheap brands)”.",9.0," .“- super friendly and helpful owner.- free pastries were waiting us in the room.- clean.- great location near one of the most amazing streets in Veliko Tarnovo.- really nice 32"" flat screen TV (Samsung and not the usual cheap brands)”."
2393,3260,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Room very well located 5 minutes walk from the Main Street. The bedroom was comfortable and big enough for the 4 of us !.Host was very friendly and helpful.”.,8.0, .“Room very well located 5 minutes walk from the Main Street. The bedroom was comfortable and big enough for the 4 of us !.Host was very friendly and helpful.”.
2394,3261,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Расположение в старом городе, навигатор не сразу завел в нужное место. Номер нормальный, все было чисто. С балкона приятный вид на город.”“Location in the old city, the navigator did not immediately lead to the right place. The room was ok, everything was clean. Nice view of the city from the balcony.”.",8.0," .“Расположение в старом городе, навигатор не сразу завел в нужное место. Номер нормальный, все было чисто. С балкона приятный вид на город.”“Location in the old city, the navigator did not immediately lead to the right place. The room was ok, everything was clean. Nice view of the city from the balcony.”."
2395,3262,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Много приятен персонал. Стаите са чисти и удобни. Мястото е перфектно!”“Very nice staff. Rooms are clean and comfortable. This place is perfect!”.,10.0, .“Много приятен персонал. Стаите са чисти и удобни. Мястото е перфектно!”“Very nice staff. Rooms are clean and comfortable. This place is perfect!”.
2396,3263,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Изключително любезен и отзивчив домакин. Много удобна локация за пешеходно разглеждане на града. Стаите са добре обзаведени”“A most gracious and helpful host. Very convenient location for exploring the city on foot. Rooms are well-appointed”.,10.0, .“Изключително любезен и отзивчив домакин. Много удобна локация за пешеходно разглеждане на града. Стаите са добре обзаведени”“A most gracious and helpful host. Very convenient location for exploring the city on foot. Rooms are well-appointed”.
2397,3264,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“The rooms are large and comfy. The mattress was nice. The staff were very friendly and helpful!”.,9.0, .“The rooms are large and comfy. The mattress was nice. The staff were very friendly and helpful!”.
2398,3265,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Clean,central location,nice host,food for families”.",10.0," .“Clean,central location,nice host,food for families”."
2399,3266,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Perfect location,the owner was great,there was plenty of room and everything working perfect .Next time I will try to come back there!”.",10.0," .“Perfect location,the owner was great,there was plenty of room and everything working perfect .Next time I will try to come back there!”."
2400,3267,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Good wi-fi and gorgeous view. It isn't a luxury room, but it's nice and I think it's a good accomodation at this price.”.",10.0," .“Good wi-fi and gorgeous view. It isn't a luxury room, but it's nice and I think it's a good accomodation at this price.”."
2401,3268,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Everything was excelent. I recommand with confidence.”.,9.0, .“Everything was excelent. I recommand with confidence.”.
2402,3269,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“- super friendly and helpful owner.- free pastries were waiting us in the room.- clean.- great location near one of the most amazing streets in Veliko Tarnovo.- really nice 32"" flat screen TV (Samsung and not the usual cheap brands)”.",8.0," .“- super friendly and helpful owner.- free pastries were waiting us in the room.- clean.- great location near one of the most amazing streets in Veliko Tarnovo.- really nice 32"" flat screen TV (Samsung and not the usual cheap brands)”."
2403,3270,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Room very well located 5 minutes walk from the Main Street. The bedroom was comfortable and big enough for the 4 of us !.Host was very friendly and helpful.”.,10.0, .“Room very well located 5 minutes walk from the Main Street. The bedroom was comfortable and big enough for the 4 of us !.Host was very friendly and helpful.”.
2404,3271,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Расположение в старом городе, навигатор не сразу завел в нужное место. Номер нормальный, все было чисто. С балкона приятный вид на город.”“Location in the old city, the navigator did not immediately lead to the right place. The room was ok, everything was clean. Nice view of the city from the balcony.”.",10.0," .“Расположение в старом городе, навигатор не сразу завел в нужное место. Номер нормальный, все было чисто. С балкона приятный вид на город.”“Location in the old city, the navigator did not immediately lead to the right place. The room was ok, everything was clean. Nice view of the city from the balcony.”."
2405,3272,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Много приятен персонал. Стаите са чисти и удобни. Мястото е перфектно!”“Very nice staff. Rooms are clean and comfortable. This place is perfect!”.,9.0, .“Много приятен персонал. Стаите са чисти и удобни. Мястото е перфектно!”“Very nice staff. Rooms are clean and comfortable. This place is perfect!”.
2406,3273,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Изключително любезен и отзивчив домакин. Много удобна локация за пешеходно разглеждане на града. Стаите са добре обзаведени”“A most gracious and helpful host. Very convenient location for exploring the city on foot. Rooms are well-appointed”.,10.0, .“Изключително любезен и отзивчив домакин. Много удобна локация за пешеходно разглеждане на града. Стаите са добре обзаведени”“A most gracious and helpful host. Very convenient location for exploring the city on foot. Rooms are well-appointed”.
2407,3274,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“The rooms are large and comfy. The mattress was nice. The staff were very friendly and helpful!”.,9.0, .“The rooms are large and comfy. The mattress was nice. The staff were very friendly and helpful!”.
2408,3275,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Clean,central location,nice host,food for families”.",7.0," .“Clean,central location,nice host,food for families”."
2409,3276,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Perfect location,the owner was great,there was plenty of room and everything working perfect .Next time I will try to come back there!”.",4.0," .“Perfect location,the owner was great,there was plenty of room and everything working perfect .Next time I will try to come back there!”."
2410,3277,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“Good wi-fi and gorgeous view. It isn't a luxury room, but it's nice and I think it's a good accomodation at this price.”.",10.0," .“Good wi-fi and gorgeous view. It isn't a luxury room, but it's nice and I think it's a good accomodation at this price.”."
2411,3278,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Everything was excelent. I recommand with confidence.”.,5.0, .“Everything was excelent. I recommand with confidence.”.
2412,3279,FOTIADIS BOUTIQUE RООМS and STUDIOS,,".“- super friendly and helpful owner.- free pastries were waiting us in the room.- clean.- great location near one of the most amazing streets in Veliko Tarnovo.- really nice 32"" flat screen TV (Samsung and not the usual cheap brands)”.",7.0," .“- super friendly and helpful owner.- free pastries were waiting us in the room.- clean.- great location near one of the most amazing streets in Veliko Tarnovo.- really nice 32"" flat screen TV (Samsung and not the usual cheap brands)”."
2413,3280,FOTIADIS BOUTIQUE RООМS and STUDIOS,,.“Room very well located 5 minutes walk from the Main Street. The bedroom was comfortable and big enough for the 4 of us !.Host was very friendly and helpful.”.,6.0, .“Room very well located 5 minutes walk from the Main Street. The bedroom was comfortable and big enough for the 4 of us !.Host was very friendly and helpful.”.
2414,3281,Cozy Marino and Margarita Apartment,"A little off the beaten tourist attractions, but if you are going to a sports event or concert at the Palace of Culture and Sports, the location is great (about 5 minutes’ walk). There are several larger shops nearby (Billa, Lidl, CBA) if you are willing to cook, as well as some pretty little restaurants if you are not willing. ..Spacious and comfortable if you're travelling with children.","It's not a disadvantage of the apartment, but rather that the area is mostly residential, but it's a little hard to find good coffee in the morning."" (There are a lot of vending machines, but few places where they can make you with a nice machine - naturally you can get a nice apartment if you're busy).",9.0,"A little off the beaten tourist attractions, but if you are going to a sports event or concert at the Palace of Culture and Sports, the location is great (about 5 minutes’ walk). There are several larger shops nearby (Billa, Lidl, CBA) if you are willing to cook, as well as some pretty little restaurants if you are not willing. ..Spacious and comfortable if you're travelling with children. It's not a disadvantage of the apartment, but rather that the area is mostly residential, but it's a little hard to find good coffee in the morning."" (There are a lot of vending machines, but few places where they can make you with a nice machine - naturally you can get a nice apartment if you're busy)."
2415,3282,Cozy Marino and Margarita Apartment,"very spacious apartment, there were all utensils and appliances for cooking, even a coffee machine and coffee supply, very friendly host, if desired, he can even show the city or other interesting places and nature around, which I advise you to use, we felt like at home",I liked everything,10.0,"very spacious apartment, there were all utensils and appliances for cooking, even a coffee machine and coffee supply, very friendly host, if desired, he can even show the city or other interesting places and nature around, which I advise you to use, we felt like at home I liked everything"
2416,3289,Comfort Apartment VT,,".“It was perfect !Confort bedrooms, 2 bathrooms balcony... Everything Fine!”.",9.0," .“It was perfect !Confort bedrooms, 2 bathrooms balcony... Everything Fine!”."
2417,3290,Comfort Apartment VT,,".“Чист и удобен апартамент. Разположен на тихо и комуникативно място! Има две бани и три тоалетни - много удобно! Има необходимите неща за почивка, може да се помисли само за някаква мини печка или поне котлони! Посрещнахме новата 2020 година с много положителни емоции, за което благодаря на собствениците! Щастлива нова година и много доволни гости им пожелавам!”“Clean and comfortable apartment. It is located in a quiet and communicative location! There are two bathrooms and three toilets - very convenient! There's all the necessary rest stuff, you can only think of a mini oven or a stove! We have welcomed the new year 2020 with a lot of positive emotions, and I thank the owners for that! Happy New Year and very happy guests!”.",9.0," .“Чист и удобен апартамент. Разположен на тихо и комуникативно място! Има две бани и три тоалетни - много удобно! Има необходимите неща за почивка, може да се помисли само за някаква мини печка или поне котлони! Посрещнахме новата 2020 година с много положителни емоции, за което благодаря на собствениците! Щастлива нова година и много доволни гости им пожелавам!”“Clean and comfortable apartment. It is located in a quiet and communicative location! There are two bathrooms and three toilets - very convenient! There's all the necessary rest stuff, you can only think of a mini oven or a stove! We have welcomed the new year 2020 with a lot of positive emotions, and I thank the owners for that! Happy New Year and very happy guests!”."
2418,3291,Comfort Apartment VT,,.“Lokal w centrum. Trzy kilometry od zamku Carewiec. Wszystko co jest do zwiedzenia w Wielkim Tyrnowie masz w zasięgu ręki. Pokoje czyste i schludne. Wspólna kuchnia balkony. Nas było 8 osób i nikt nikomu nie wadził. Dwie łazienki.”“The restaurant in the center. Three kilometers from the Tsarevets castle. Everything there is to visit in Veliko Tarnovo is within your reach. Rooms clean and tidy. Shared kitchen with balconies. There were 8 of us and no one disturbed anyone. Two bathrooms.”.,7.0, .“Lokal w centrum. Trzy kilometry od zamku Carewiec. Wszystko co jest do zwiedzenia w Wielkim Tyrnowie masz w zasięgu ręki. Pokoje czyste i schludne. Wspólna kuchnia balkony. Nas było 8 osób i nikt nikomu nie wadził. Dwie łazienki.”“The restaurant in the center. Three kilometers from the Tsarevets castle. Everything there is to visit in Veliko Tarnovo is within your reach. Rooms clean and tidy. Shared kitchen with balconies. There were 8 of us and no one disturbed anyone. Two bathrooms.”.
2419,3292,Comfort Apartment VT,,.“exact ce ne trebuia pt cate persoane eram.ideal pentru tranzit”“exactly what we needed for how many people we were. ideal for transit”.,10.0, .“exact ce ne trebuia pt cate persoane eram.ideal pentru tranzit”“exactly what we needed for how many people we were. ideal for transit”.
2420,3293,Comfort Apartment VT,,".“L'appartement confortable, plusieurs grandes chambres, plusieurs douches, bref une belle location.”“The comfortable apartment, several large rooms, several showers, in short a beautiful location.”.",9.0," .“L'appartement confortable, plusieurs grandes chambres, plusieurs douches, bref une belle location.”“The comfortable apartment, several large rooms, several showers, in short a beautiful location.”."
2421,3294,Comfort Apartment VT,,.“Foarte curat!.Mici atenții de la proprietar!.Zona liniștită!.Parcare pe stradă fără probleme!”“Very clean! Little attention from the owner! Quiet area! Street parking without problems!”.,10.0, .“Foarte curat!.Mici atenții de la proprietar!.Zona liniștită!.Parcare pe stradă fără probleme!”“Very clean! Little attention from the owner! Quiet area! Street parking without problems!”.
2422,3295,Comfort Apartment VT,,".“Апаратаментът е голям, удобен, с добра локация. Приятно и уютно... Хубава тераса с кът за сядане.”“The equipment is large, comfortable, in a good location. Nice and cosy... nice terrace with a seating area.”.",9.0," .“Апаратаментът е голям, удобен, с добра локация. Приятно и уютно... Хубава тераса с кът за сядане.”“The equipment is large, comfortable, in a good location. Nice and cosy... nice terrace with a seating area.”."
2423,3296,Comfort Apartment VT,,".“Много удобно и конфортно разположение, тих квартал, сравнително близо до центъра.”“Very comfortable and comfortable location, quiet neighbourhood, relatively close to the centre.”.",9.0," .“Много удобно и конфортно разположение, тих квартал, сравнително близо до центъра.”“Very comfortable and comfortable location, quiet neighbourhood, relatively close to the centre.”."
2424,3297,Comfort Apartment VT,,".“Totul a fost excepțional, peste așteptări! Zona fiind liniștită și aproape de centrul orașului!”“Everything was exceptional, beyond expectations! The area is quiet and close to the city center!”.",9.0," .“Totul a fost excepțional, peste așteptări! Zona fiind liniștită și aproape de centrul orașului!”“Everything was exceptional, beyond expectations! The area is quiet and close to the city center!”."
2425,3298,Comfort Apartment VT,,".“Три тоалетни, две бани, удобни легла, кафе, Локация, брой гости. Всичко надхвърли очакванията ми.”“Three toilets, two bathrooms, comfortable beds, coffee, location, number of guests. Everything exceeded my expectations.”.",10.0," .“Три тоалетни, две бани, удобни легла, кафе, Локация, брой гости. Всичко надхвърли очакванията ми.”“Three toilets, two bathrooms, comfortable beds, coffee, location, number of guests. Everything exceeded my expectations.”."
2426,3299,Comfort Apartment VT,,".“It was perfect !Confort bedrooms, 2 bathrooms balcony... Everything Fine!”.",9.0," .“It was perfect !Confort bedrooms, 2 bathrooms balcony... Everything Fine!”."
2427,3300,Comfort Apartment VT,,".“Чист и удобен апартамент. Разположен на тихо и комуникативно място! Има две бани и три тоалетни - много удобно! Има необходимите неща за почивка, може да се помисли само за някаква мини печка или поне котлони! Посрещнахме новата 2020 година с много положителни емоции, за което благодаря на собствениците! Щастлива нова година и много доволни гости им пожелавам!”“Clean and comfortable apartment. It is located in a quiet and communicative location! There are two bathrooms and three toilets - very convenient! There's all the necessary rest stuff, you can only think of a mini oven or a stove! We have welcomed the new year 2020 with a lot of positive emotions, and I thank the owners for that! Happy New Year and very happy guests!”.",9.0," .“Чист и удобен апартамент. Разположен на тихо и комуникативно място! Има две бани и три тоалетни - много удобно! Има необходимите неща за почивка, може да се помисли само за някаква мини печка или поне котлони! Посрещнахме новата 2020 година с много положителни емоции, за което благодаря на собствениците! Щастлива нова година и много доволни гости им пожелавам!”“Clean and comfortable apartment. It is located in a quiet and communicative location! There are two bathrooms and three toilets - very convenient! There's all the necessary rest stuff, you can only think of a mini oven or a stove! We have welcomed the new year 2020 with a lot of positive emotions, and I thank the owners for that! Happy New Year and very happy guests!”."
2428,3301,Comfort Apartment VT,,.“Lokal w centrum. Trzy kilometry od zamku Carewiec. Wszystko co jest do zwiedzenia w Wielkim Tyrnowie masz w zasięgu ręki. Pokoje czyste i schludne. Wspólna kuchnia balkony. Nas było 8 osób i nikt nikomu nie wadził. Dwie łazienki.”“The restaurant in the center. Three kilometers from the Tsarevets castle. Everything there is to visit in Veliko Tarnovo is within your reach. Rooms clean and tidy. Shared kitchen with balconies. There were 8 of us and no one disturbed anyone. Two bathrooms.”.,9.0, .“Lokal w centrum. Trzy kilometry od zamku Carewiec. Wszystko co jest do zwiedzenia w Wielkim Tyrnowie masz w zasięgu ręki. Pokoje czyste i schludne. Wspólna kuchnia balkony. Nas było 8 osób i nikt nikomu nie wadził. Dwie łazienki.”“The restaurant in the center. Three kilometers from the Tsarevets castle. Everything there is to visit in Veliko Tarnovo is within your reach. Rooms clean and tidy. Shared kitchen with balconies. There were 8 of us and no one disturbed anyone. Two bathrooms.”.
2429,3302,Comfort Apartment VT,,.“exact ce ne trebuia pt cate persoane eram.ideal pentru tranzit”“exactly what we needed for how many people we were. ideal for transit”.,9.0, .“exact ce ne trebuia pt cate persoane eram.ideal pentru tranzit”“exactly what we needed for how many people we were. ideal for transit”.
2430,3303,Comfort Apartment VT,,".“L'appartement confortable, plusieurs grandes chambres, plusieurs douches, bref une belle location.”“The comfortable apartment, several large rooms, several showers, in short a beautiful location.”.",10.0," .“L'appartement confortable, plusieurs grandes chambres, plusieurs douches, bref une belle location.”“The comfortable apartment, several large rooms, several showers, in short a beautiful location.”."
2431,3304,Comfort Apartment VT,,.“Foarte curat!.Mici atenții de la proprietar!.Zona liniștită!.Parcare pe stradă fără probleme!”“Very clean! Little attention from the owner! Quiet area! Street parking without problems!”.,10.0, .“Foarte curat!.Mici atenții de la proprietar!.Zona liniștită!.Parcare pe stradă fără probleme!”“Very clean! Little attention from the owner! Quiet area! Street parking without problems!”.
2432,3305,Comfort Apartment VT,,".“Апаратаментът е голям, удобен, с добра локация. Приятно и уютно... Хубава тераса с кът за сядане.”“The equipment is large, comfortable, in a good location. Nice and cosy... nice terrace with a seating area.”.",7.0," .“Апаратаментът е голям, удобен, с добра локация. Приятно и уютно... Хубава тераса с кът за сядане.”“The equipment is large, comfortable, in a good location. Nice and cosy... nice terrace with a seating area.”."
2433,3306,Comfort Apartment VT,,".“Много удобно и конфортно разположение, тих квартал, сравнително близо до центъра.”“Very comfortable and comfortable location, quiet neighbourhood, relatively close to the centre.”.",7.0," .“Много удобно и конфортно разположение, тих квартал, сравнително близо до центъра.”“Very comfortable and comfortable location, quiet neighbourhood, relatively close to the centre.”."
2434,3307,Comfort Apartment VT,,".“Totul a fost excepțional, peste așteptări! Zona fiind liniștită și aproape de centrul orașului!”“Everything was exceptional, beyond expectations! The area is quiet and close to the city center!”.",7.0," .“Totul a fost excepțional, peste așteptări! Zona fiind liniștită și aproape de centrul orașului!”“Everything was exceptional, beyond expectations! The area is quiet and close to the city center!”."
2435,3308,Comfort Apartment VT,,".“Три тоалетни, две бани, удобни легла, кафе, Локация, брой гости. Всичко надхвърли очакванията ми.”“Three toilets, two bathrooms, comfortable beds, coffee, location, number of guests. Everything exceeded my expectations.”.",7.0," .“Три тоалетни, две бани, удобни легла, кафе, Локация, брой гости. Всичко надхвърли очакванията ми.”“Three toilets, two bathrooms, comfortable beds, coffee, location, number of guests. Everything exceeded my expectations.”."
2436,3309,Comfort Apartment VT,,".“It was perfect !Confort bedrooms, 2 bathrooms balcony... Everything Fine!”.",10.0," .“It was perfect !Confort bedrooms, 2 bathrooms balcony... Everything Fine!”."
2437,3310,Comfort Apartment VT,,".“Чист и удобен апартамент. Разположен на тихо и комуникативно място! Има две бани и три тоалетни - много удобно! Има необходимите неща за почивка, може да се помисли само за някаква мини печка или поне котлони! Посрещнахме новата 2020 година с много положителни емоции, за което благодаря на собствениците! Щастлива нова година и много доволни гости им пожелавам!”“Clean and comfortable apartment. It is located in a quiet and communicative location! There are two bathrooms and three toilets - very convenient! There's all the necessary rest stuff, you can only think of a mini oven or a stove! We have welcomed the new year 2020 with a lot of positive emotions, and I thank the owners for that! Happy New Year and very happy guests!”.",10.0," .“Чист и удобен апартамент. Разположен на тихо и комуникативно място! Има две бани и три тоалетни - много удобно! Има необходимите неща за почивка, може да се помисли само за някаква мини печка или поне котлони! Посрещнахме новата 2020 година с много положителни емоции, за което благодаря на собствениците! Щастлива нова година и много доволни гости им пожелавам!”“Clean and comfortable apartment. It is located in a quiet and communicative location! There are two bathrooms and three toilets - very convenient! There's all the necessary rest stuff, you can only think of a mini oven or a stove! We have welcomed the new year 2020 with a lot of positive emotions, and I thank the owners for that! Happy New Year and very happy guests!”."
2438,3311,Comfort Apartment VT,,.“Lokal w centrum. Trzy kilometry od zamku Carewiec. Wszystko co jest do zwiedzenia w Wielkim Tyrnowie masz w zasięgu ręki. Pokoje czyste i schludne. Wspólna kuchnia balkony. Nas było 8 osób i nikt nikomu nie wadził. Dwie łazienki.”“The restaurant in the center. Three kilometers from the Tsarevets castle. Everything there is to visit in Veliko Tarnovo is within your reach. Rooms clean and tidy. Shared kitchen with balconies. There were 8 of us and no one disturbed anyone. Two bathrooms.”.,9.0, .“Lokal w centrum. Trzy kilometry od zamku Carewiec. Wszystko co jest do zwiedzenia w Wielkim Tyrnowie masz w zasięgu ręki. Pokoje czyste i schludne. Wspólna kuchnia balkony. Nas było 8 osób i nikt nikomu nie wadził. Dwie łazienki.”“The restaurant in the center. Three kilometers from the Tsarevets castle. Everything there is to visit in Veliko Tarnovo is within your reach. Rooms clean and tidy. Shared kitchen with balconies. There were 8 of us and no one disturbed anyone. Two bathrooms.”.
2439,3312,Comfort Apartment VT,,.“exact ce ne trebuia pt cate persoane eram.ideal pentru tranzit”“exactly what we needed for how many people we were. ideal for transit”.,9.0, .“exact ce ne trebuia pt cate persoane eram.ideal pentru tranzit”“exactly what we needed for how many people we were. ideal for transit”.
2440,3313,Comfort Apartment VT,,".“L'appartement confortable, plusieurs grandes chambres, plusieurs douches, bref une belle location.”“The comfortable apartment, several large rooms, several showers, in short a beautiful location.”.",10.0," .“L'appartement confortable, plusieurs grandes chambres, plusieurs douches, bref une belle location.”“The comfortable apartment, several large rooms, several showers, in short a beautiful location.”."
2441,3314,Comfort Apartment VT,,.“Foarte curat!.Mici atenții de la proprietar!.Zona liniștită!.Parcare pe stradă fără probleme!”“Very clean! Little attention from the owner! Quiet area! Street parking without problems!”.,10.0, .“Foarte curat!.Mici atenții de la proprietar!.Zona liniștită!.Parcare pe stradă fără probleme!”“Very clean! Little attention from the owner! Quiet area! Street parking without problems!”.
2442,3315,Comfort Apartment VT,,".“Апаратаментът е голям, удобен, с добра локация. Приятно и уютно... Хубава тераса с кът за сядане.”“The equipment is large, comfortable, in a good location. Nice and cosy... nice terrace with a seating area.”.",10.0," .“Апаратаментът е голям, удобен, с добра локация. Приятно и уютно... Хубава тераса с кът за сядане.”“The equipment is large, comfortable, in a good location. Nice and cosy... nice terrace with a seating area.”."
